route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8__271___,132466_8__271___,132466_8__271___-1980804,PIOZ-PZA.PUEBLO,271 PEZUELA DE LAS TORRES-PIOZ,0,,8__271____1_e._IT_2,0
8__271___,132466_8__271___,132466_8__271___-1980805,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_-_IT_1,0
8__271___,132466_8__271___,132466_8__271___-1980806,PEZUELA-SANTA ANA,271 PEZUELA DE LAS TORRES,0,,8__271____1_p._IT_2,0
8__271___,132466_8__271___,132466_8__271___-1980807,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_p._IT_2,0
8__271___,132466_8__271___,132466_8__271___-1980808,PIOZ-PZA.PUEBLO,271 PEZUELA DE LAS TORRES-PIOZ,0,,8__271____1_e._IT_2,0
8__271___,132466_8__271___,132466_8__271___-1980809,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_-_IT_1,0
8__271___,132466_8__271___,132466_8__271___-1980810,PEZUELA-SANTA ANA,271 PEZUELA DE LAS TORRES,0,,8__271____1_p._IT_2,0
8__271___,132466_8__271___,132466_8__271___-1980811,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_p._IT_2,0
8__271___,132466_8__271___,132466_8__271___-1980812,PEZUELA-SANTA ANA,271 PEZUELA DE LAS TORRES,0,,8__271____1_p._IT_2,0
8__271___,132466_8__271___,132466_8__271___-1980813,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_p._IT_2,0
8__271___,132468_8__271___,132468_8__271___-1980787,PIOZ-PZA.PUEBLO,271 PEZUELA DE LAS TORRES-PIOZ,0,,8__271____1_-_IT_1,0
8__271___,132468_8__271___,132468_8__271___-1980788,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_-_IT_1,0
8__271___,132468_8__271___,132468_8__271___-1980789,PIOZ-PZA.PUEBLO,271 PEZUELA DE LAS TORRES-PIOZ,0,,8__271____1_-_IT_1,0
8__271___,132468_8__271___,132468_8__271___-1980790,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_-_IT_1,0
8__271___,132468_8__271___,132468_8__271___-1980791,PEZUELA-SANTA ANA,271 PEZUELA DE LAS TORRES,0,,8__271____1_p._IT_2,0
8__271___,132468_8__271___,132468_8__271___-1980792,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_p._IT_2,0
8__271___,132468_8__271___,132468_8__271___-1980793,PIOZ-PZA.PUEBLO,271 PEZUELA DE LAS TORRES-PIOZ,0,,8__271____1_-_IT_1,0
8__271___,132468_8__271___,132468_8__271___-1980794,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_-_IT_1,0
8__271___,132474_8__271___,132474_8__271___-1980779,PEZUELA-SANTA ANA,271 PEZUELA DE LAS TORRES,0,,8__271____1_p._IT_2,0
8__271___,132474_8__271___,132474_8__271___-1980780,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_p._IT_2,0
8__271___,132474_8__271___,132474_8__271___-1980781,PEZUELA-SANTA ANA,271 PEZUELA DE LAS TORRES,0,,8__271____1_p._IT_2,0
8__271___,132474_8__271___,132474_8__271___-1980782,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_p._IT_2,0
8__271___,132474_8__271___,132474_8__271___-1980783,PEZUELA-SANTA ANA,271 PEZUELA DE LAS TORRES,0,,8__271____1_p._IT_2,0
8__271___,132474_8__271___,132474_8__271___-1980784,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_p._IT_2,0
8__271___,132474_8__271___,132474_8__271___-1980785,PEZUELA-SANTA ANA,271 PEZUELA DE LAS TORRES,0,,8__271____1_p._IT_2,0
8__271___,132474_8__271___,132474_8__271___-1980786,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_p._IT_2,0
8__271___,132475_8__271___,132475_8__271___-1980795,PEZUELA-SANTA ANA,271 PEZUELA DE LAS TORRES,0,,8__271____1_p._IT_2,0
8__271___,132475_8__271___,132475_8__271___-1980796,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_p._IT_2,0
8__271___,132476_8__271___,132476_8__271___-1980797,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_e._IT_2,0
8__271___,132476_8__271___,132476_8__271___-1980798,PIOZ-PZA.PUEBLO,271 PEZUELA DE LAS TORRES-PIOZ,0,,8__271____1_-_IT_1,0
8__271___,132476_8__271___,132476_8__271___-1980799,AV.GUADALAJARA-BRIHUEGA,271 ALCALÁ DE HENARES,1,,8__271____2_-_IT_1,0
8__271___,132476_8__271___,132476_8__271___-1980800,PIOZ-PZA.PUEBLO,271 PEZUELA DE LAS TORRES-PIOZ,0,,8__271____1_-_IT_1,0
