shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
8_N_200____1_-_IT_1,40.491784732122,-3.35127079041746,1000001,0
8_N_200____1_-_IT_1,40.4894246647615,-3.3549966647272,1000002,0.410279670829
8_N_200____1_-_IT_1,40.4894246647615,-3.3549966647272,2000001,0.410279670829
8_N_200____1_-_IT_1,40.489244218113,-3.35527687215118,2000002,0.44134595661
8_N_200____1_-_IT_1,40.4891213453396,-3.35548715945623,2000003,0.494853906859
8_N_200____1_-_IT_1,40.4890942335166,-3.35555601757179,2000004,0.554927768629
8_N_200____1_-_IT_1,40.4890873196038,-3.35561763810853,2000005,0.62027997039
8_N_200____1_-_IT_1,40.489088134909,-3.35571746914077,2000006,0.694093189652
8_N_200____1_-_IT_1,40.489094616907,-3.35579677972621,2000007,0.774666264963
8_N_200____1_-_IT_1,40.489086609284,-3.35584958597785,2000008,0.859802008582
8_N_200____1_-_IT_1,40.489061797425,-3.35589937003848,2000009,0.949976234954
8_N_200____1_-_IT_1,40.4890291776947,-3.35593736856922,2000010,1.044996160331
8_N_200____1_-_IT_1,40.4889752908437,-3.35596497834252,2000011,1.14643895734
8_N_200____1_-_IT_1,40.488928208305,-3.35596544699799,2000012,1.253108108015
8_N_200____1_-_IT_1,40.4888788950617,-3.35596593926591,2000013,1.365251230502
8_N_200____1_-_IT_1,40.4888126804788,-3.35599348145599,2000014,1.485105969071
8_N_200____1_-_IT_1,40.4887968514166,-3.35601051912075,2000015,1.607234933319
8_N_200____1_-_IT_1,40.4887339599658,-3.35607821529874,2000016,1.738399917982
8_N_200____1_-_IT_1,40.4880457122454,-3.35722195795918,2000017,1.992983226948
8_N_200____1_-_IT_1,40.4879224929875,-3.35750175883439,2000018,2.274941411158
8_N_200____1_-_IT_1,40.4875371165984,-3.3584173208685,2000019,2.645503927841
8_N_200____1_-_IT_1,40.4874700556167,-3.35859496554751,2000020,3.032861625682
8_N_200____1_-_IT_1,40.4873384925374,-3.35894814594447,2000021,3.453524077015
8_N_200____1_-_IT_1,40.4873240125529,-3.35900319088113,2000022,3.879120750014
8_N_200____1_-_IT_1,40.4873129299825,-3.35904833060536,2000023,4.308735973687
8_N_200____1_-_IT_1,40.4872993359059,-3.35908904867464,2000024,4.742117571613
8_N_200____1_-_IT_1,40.487285772645,-3.35911984478142,2000025,5.178512258521
8_N_200____1_-_IT_1,40.4872663141539,-3.35915171151396,2000026,5.618365147486
8_N_200____1_-_IT_1,40.4872476833786,-3.35918799207169,2000027,6.061923600171
8_N_200____1_-_IT_1,40.4872222445861,-3.35923322390122,2000028,6.510243216749
8_N_200____1_-_IT_1,40.4871970075085,-3.35928369451629,2000029,6.963675944382
8_N_200____1_-_IT_1,40.4871655757595,-3.35936431603121,2000030,7.424780650432
8_N_200____1_-_IT_1,40.4871307051176,-3.35946090018689,2000031,7.894939979222
8_N_200____1_-_IT_1,40.487086314979,-3.35956719859048,2000032,8.375367657616
8_N_200____1_-_IT_1,40.487025498143,-3.35972401420808,2000033,8.870701852891
8_N_200____1_-_IT_1,40.4869954357403,-3.35980020371213,2000034,9.373304475152
8_N_200____1_-_IT_1,40.4869748853387,-3.35986934193219,2000035,9.882195003685
8_N_200____1_-_IT_1,40.4869598070953,-3.35992252950181,2000036,10.395893934066
8_N_200____1_-_IT_1,40.4869501623282,-3.35997219329758,2000037,10.913935949885
8_N_200____1_-_IT_1,40.4869472709152,-3.36002988485443,2000038,11.436877919529
8_N_200____1_-_IT_1,40.4869484635731,-3.36008227083365,2000039,11.964261639604
8_N_200____1_-_IT_1,40.4869435996625,-3.36012042040369,2000040,12.49492335084
8_N_200____1_-_IT_1,40.4869344608322,-3.36016468276947,2000041,13.02947109218
8_N_200____1_-_IT_1,40.4869220476592,-3.36021226918815,2000042,13.568280722763
8_N_200____1_-_IT_1,40.4869024331716,-3.36026865123985,2000043,14.112341439956
8_N_200____1_-_IT_1,40.486789953164,-3.36052859383327,2000044,14.681724622901
8_N_200____1_-_IT_1,40.486789953164,-3.36052859383327,3000001,14.681724622901
8_N_200____1_-_IT_1,40.4865463170793,-3.36110427063273,3000002,14.737508010794
8_N_200____1_-_IT_1,40.4862364984712,-3.36188122941926,3000003,14.867579638287
8_N_200____1_-_IT_1,40.4862026788516,-3.36194848022628,3000004,15.004476117526
8_N_200____1_-_IT_1,40.4861695853298,-3.36201198862177,3000005,15.147889114082
8_N_200____1_-_IT_1,40.4861393676589,-3.36207082930957,3000006,15.297312065384
8_N_200____1_-_IT_1,40.486109902505,-3.36211749958759,3000007,15.451867510505
8_N_200____1_-_IT_1,40.486083318192,-3.36215762850378,3000008,15.610925691818
8_N_200____1_-_IT_1,40.4860553158945,-3.36219400470687,3000009,15.774361783346
8_N_200____1_-_IT_1,40.4860479591888,-3.36220146117764,3000010,15.938830445497
8_N_200____1_-_IT_1,40.4860259035273,-3.36222381649896,3000011,16.106394819883
8_N_200____1_-_IT_1,40.4860161125752,-3.36223156311531,3000012,16.275228916212
8_N_200____1_-_IT_1,40.4859965117028,-3.36224707157822,3000013,16.446604926186
8_N_200____1_-_IT_1,40.4859735440597,-3.36227410859199,3000014,16.621408813581
8_N_200____1_-_IT_1,40.4859426491171,-3.36232077097813,3000015,16.801447261612
8_N_200____1_-_IT_1,40.4859002004139,-3.36240295978268,3000016,16.989895381886
8_N_200____1_-_IT_1,40.4853506825419,-3.36379444591717,3000017,17.311116649414
8_N_200____1_-_IT_1,40.4853266052236,-3.36387080090128,3000018,17.639339416789
8_N_200____1_-_IT_1,40.4853150282208,-3.36395190639185,3000019,17.974555229819
8_N_200____1_-_IT_1,40.4853010370187,-3.36404236371358,3000020,18.31759332208
8_N_200____1_-_IT_1,40.4852787600889,-3.36411482633881,3000021,18.667251984506
8_N_200____1_-_IT_1,40.485239231825,-3.3641778296002,3000022,19.023821832373
8_N_200____1_-_IT_1,40.4851908083025,-3.36422673678221,3000023,19.387179363809
8_N_200____1_-_IT_1,40.4851429353088,-3.36429047587566,3000024,19.758114547029
8_N_200____1_-_IT_1,40.4850788193289,-3.36439583889373,3000025,20.140468734788
8_N_200____1_-_IT_1,40.4849327852504,-3.36475047219917,3000026,20.556971915293
8_N_200____1_-_IT_1,40.4849133988348,-3.36480153942029,3000027,20.978308678838
8_N_200____1_-_IT_1,40.4848946480569,-3.36485301121896,3000028,21.404478955379
8_N_200____1_-_IT_1,40.4848765347627,-3.36490487344752,3000029,21.835482772259
8_N_200____1_-_IT_1,40.4848590617027,-3.36495711078335,3000030,22.271320107064
8_N_200____1_-_IT_1,40.4848422379263,-3.3650097102978,3000031,22.711990792414
8_N_200____1_-_IT_1,40.4848260652682,-3.36506266138301,3000032,23.157495020005
8_N_200____1_-_IT_1,40.484796923574,-3.36516739504369,3000033,23.61244686772
8_N_200____1_-_IT_1,40.4847727352613,-3.36527886906968,3000034,24.077220683
8_N_200____1_-_IT_1,40.4847369842513,-3.36546598353331,3000035,24.558342179837
8_N_200____1_-_IT_1,40.4847109367037,-3.36560007999512,3000036,25.051190904738
8_N_200____1_-_IT_1,40.4846739349185,-3.36580591931532,3000037,25.561962319637
8_N_200____1_-_IT_1,40.484672068031,-3.36581623560797,3000038,26.07363230451
8_N_200____1_-_IT_1,40.4846393625737,-3.36599694153145,3000039,26.601042247849
8_N_200____1_-_IT_1,40.484586905272,-3.36635623929991,3000040,27.159455891834
8_N_200____1_-_IT_1,40.4845063439425,-3.36715515000229,3000041,27.786168599093
8_N_200____1_-_IT_1,40.4844815020547,-3.36766936885637,3000042,28.456550749897
8_N_200____1_-_IT_1,40.4844756722448,-3.36781606108691,3000043,29.13938254147
8_N_200____1_-_IT_1,40.4844770845062,-3.36793391739093,3000044,29.832204403321
8_N_200____1_-_IT_1,40.4844939627507,-3.36806044187909,3000045,30.535912199886
8_N_200____1_-_IT_1,40.4845156083451,-3.36818699247994,3000046,31.250611531836
8_N_200____1_-_IT_1,40.4845259646937,-3.36830333675275,3000047,31.975238328726
8_N_200____1_-_IT_1,40.4845232377,-3.36841102346099,3000048,32.708997059845
8_N_200____1_-_IT_1,40.4845007763854,-3.36854045616212,3000049,33.454005535621
8_N_200____1_-_IT_1,40.484474086568,-3.36868781530704,3000050,34.211849915367
8_N_200____1_-_IT_1,40.4844716706658,-3.36870833217262,3000051,34.971453746395
8_N_200____1_-_IT_1,40.4844716652643,-3.36870833096317,3000052,35.731058185698
8_N_200____1_-_IT_1,40.4844547771702,-3.36877067123232,3000053,36.49626893129
8_N_200____1_-_IT_1,40.4844269567492,-3.36882421337077,3000054,37.26696868002
8_N_200____1_-_IT_1,40.4844069383926,-3.36884322861549,3000055,38.04041340068
8_N_200____1_-_IT_1,40.4843877459579,-3.36886146020471,3000056,38.816489884631
8_N_200____1_-_IT_1,40.4843533225681,-3.36889249041846,3000057,39.597204998425
8_N_200____1_-_IT_1,40.4843236268044,-3.36893603205212,3000058,40.382868243729
8_N_200____1_-_IT_1,40.4843024791653,-3.36898961173855,3000059,41.173643449261
8_N_200____1_-_IT_1,40.4842131040172,-3.36928193447114,3000060,41.991106797815
