stop_id,stop_name,stop_lat,stop_lon
STOP_1,STOP_1,40.64578306049416,-3.776893553258543
STOP_2,STOP_2,40.66349525969623,-3.767967160711117
STOP_3,STOP_3,40.68797202726439,-3.784103331854563
STOP_4,STOP_4,40.722328487367136,-3.793716369982563
STOP_5,STOP_5,40.75640714745474,-3.782386717903137
STOP_6,STOP_6,40.73767905237345,-3.8434981745740493
STOP_7,STOP_7,40.722328487367136,-3.8781737763929423
STOP_8,STOP_8,40.71478199635774,-3.903922985664388
STOP_9,STOP_9,40.69942614984754,-3.9379119419027058
STOP_10,STOP_10,40.68016126927015,-3.9581679865295776
STOP_11,STOP_11,40.6499510598016,-3.991813619977618
STOP_12,STOP_12,40.62650267768964,-4.004859886008489
