trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:08:55,06:08:55,par_8_06664,27,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:11:01,06:11:01,par_8_50021,28,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:15:54,06:15:54,par_8_08419,29,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:17:18,06:17:18,par_8_07375,30,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:18:42,06:18:42,par_8_11330,31,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:20:06,06:20:06,par_8_07373,32,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:21:30,06:21:30,par_8_12724,33,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:22:54,06:22:54,par_8_06772,34,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:25:00,06:25:00,par_8_07365,35,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:26:24,06:26:24,par_8_06770,36,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:27:48,06:27:48,par_8_06763,37,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:29:12,06:29:12,par_8_10614,38,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:30:36,06:30:36,par_8_06769,39,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:32:00,06:32:00,par_8_06792,40,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:33:24,06:33:24,par_8_06790,41,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:34:48,06:34:48,par_8_12925,42,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:36:12,06:36:12,par_8_07236,43,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:39:00,06:39:00,par_8_06841,44,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:40:24,06:40:24,par_8_18823,45,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:42:30,06:42:30,par_8_07369,46,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:46:42,06:46:42,par_8_16646,47,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:48:06,06:48:06,par_8_16645,48,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:49:30,06:49:30,par_8_07363,49,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:50:54,06:50:54,par_8_1322,50,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:52:18,06:52:18,par_8_1316,51,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:53:42,06:53:42,par_8_1314,52,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:55:06,06:55:06,par_8_4921,53,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:56:30,06:56:30,par_8_07384,54,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:57:54,06:57:54,par_8_07385,55,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:58:36,06:58:36,par_8_07386,56,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,06:59:18,06:59:18,par_8_07396,57,,,,
6044_8__827___-8__827____7_05:50:00_2_nu__3_8__827___,07:00:00,07:00:00,par_8_4593,58,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:00:00,06:00:00,par_8_07236,0,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:00:35,06:00:35,par_8_06755,1,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:01:11,06:01:11,par_8_06756,2,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:01:47,06:01:47,par_8_06758,3,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:02:23,06:02:23,par_8_06759,4,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:02:59,06:02:59,par_8_07364,5,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:03:35,06:03:35,par_8_06771,6,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:04:11,06:04:11,par_8_12723,7,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:04:47,06:04:47,par_8_18077,8,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:05:23,06:05:23,par_8_18078,9,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:05:59,06:05:59,par_8_07374,10,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:06:35,06:06:35,par_8_07376,11,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:07:59,06:07:59,par_8_50020,12,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:12:59,06:12:59,par_8_06571,13,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:13:23,06:13:23,par_8_06572,14,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:13:47,06:13:47,par_8_06573,15,,,,
6044_8__827___-8__827____7_06:00:00_1_A1__1_8__827___,06:14:11,06:14:11,par_8_09097,16,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:05:00,06:05:00,par_8_11330,0,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:06:36,06:06:36,par_8_07373,1,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:08:12,06:08:12,par_8_12724,2,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:09:48,06:09:48,par_8_06772,3,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:11:24,06:11:24,par_8_07365,4,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:13:00,06:13:00,par_8_06770,5,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:14:36,06:14:36,par_8_06763,6,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:16:12,06:16:12,par_8_10614,7,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:17:48,06:17:48,par_8_06769,8,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:19:24,06:19:24,par_8_06792,9,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:21:00,06:21:00,par_8_06790,10,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:22:36,06:22:36,par_8_12925,11,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:24:12,06:24:12,par_8_07236,12,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:25:48,06:25:48,par_8_06841,13,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:26:36,06:26:36,par_8_18823,14,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:27:24,06:27:24,par_8_07369,15,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:29:00,06:29:00,par_8_16646,16,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:30:36,06:30:36,par_8_16645,17,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:32:12,06:32:12,par_8_07363,18,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:33:48,06:33:48,par_8_1322,19,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:35:24,06:35:24,par_8_1316,20,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:37:00,06:37:00,par_8_1314,21,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:38:36,06:38:36,par_8_4921,22,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:40:12,06:40:12,par_8_07384,23,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:41:48,06:41:48,par_8_07385,24,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:43:24,06:43:24,par_8_07386,25,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:44:12,06:44:12,par_8_07396,26,,,,
6044_8__827___-8__827____7_06:05:00_2_A2__4_8__827___,06:45:00,06:45:00,par_8_4593,27,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:15:00,06:15:00,par_8_4593,0,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:15:18,06:15:18,par_8_07324,1,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:15:55,06:15:55,par_8_07325,2,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:16:33,06:16:33,par_8_07326,3,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:17:10,06:17:10,par_8_07327,4,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:17:47,06:17:47,par_8_4922,5,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:18:24,06:18:24,par_8_1313,6,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:19:01,06:19:01,par_8_1315,7,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:19:39,06:19:39,par_8_1321,8,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:20:16,06:20:16,par_8_07333,9,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:20:53,06:20:53,par_8_16644,10,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:21:30,06:21:30,par_8_16646,11,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:22:45,06:22:45,par_8_07369,12,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:24:18,06:24:18,par_8_06838,13,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:24:55,06:24:55,par_8_06840,14,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:25:32,06:25:32,par_8_07236,15,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:26:09,06:26:09,par_8_06755,16,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:26:47,06:26:47,par_8_06756,17,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:27:24,06:27:24,par_8_06758,18,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:28:01,06:28:01,par_8_06759,19,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:29:15,06:29:15,par_8_07364,20,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:29:53,06:29:53,par_8_06771,21,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:30:30,06:30:30,par_8_12723,22,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:30:49,06:30:49,par_8_18077,23,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:31:26,06:31:26,par_8_18078,24,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:32:03,06:32:03,par_8_07374,25,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:32:40,06:32:40,par_8_07376,26,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:33:17,06:33:17,par_8_50020,27,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:35:09,06:35:09,par_8_06571,28,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:35:46,06:35:46,par_8_06572,29,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:36:24,06:36:24,par_8_06573,30,,,,
6044_8__827___-8__827____7_06:15:00_1_nu__2_8__827___,06:37:01,06:37:01,par_8_09097,31,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:20:00,06:20:00,par_8_09097,0,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:20:42,06:20:42,par_8_11535,1,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:21:24,06:21:24,par_8_11632,2,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:22:06,06:22:06,par_8_06647,3,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:22:48,06:22:48,par_8_06648,4,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:23:30,06:23:30,par_8_06650,5,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:24:12,06:24:12,par_8_06652,6,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:24:54,06:24:54,par_8_06654,7,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:25:36,06:25:36,par_8_06656,8,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:26:18,06:26:18,par_8_06658,9,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:27:00,06:27:00,par_8_06636,10,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:27:42,06:27:42,par_8_06638,11,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:28:24,06:28:24,par_8_06641,12,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:29:06,06:29:06,par_8_06643,13,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:29:48,06:29:48,par_8_08395,14,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:30:30,06:30:30,par_8_06660,15,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:31:12,06:31:12,par_8_08398,16,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:31:54,06:31:54,par_8_08399,17,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:32:36,06:32:36,par_8_09681,18,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:33:18,06:33:18,par_8_12508,19,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:34:00,06:34:00,par_8_09645,20,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:34:42,06:34:42,par_8_09683,21,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:35:24,06:35:24,par_8_13189,22,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:36:06,06:36:06,par_8_11534,23,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:36:48,06:36:48,par_8_09096,24,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:37:30,06:37:30,par_8_12875,25,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:38:12,06:38:12,par_8_09679,26,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:38:55,06:38:55,par_8_06664,27,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:41:01,06:41:01,par_8_50021,28,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:45:54,06:45:54,par_8_08419,29,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:47:18,06:47:18,par_8_07375,30,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:48:42,06:48:42,par_8_11330,31,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:50:06,06:50:06,par_8_07373,32,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:51:30,06:51:30,par_8_12724,33,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:52:54,06:52:54,par_8_06772,34,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:55:00,06:55:00,par_8_07365,35,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:56:24,06:56:24,par_8_06770,36,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:57:48,06:57:48,par_8_06763,37,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,06:59:12,06:59:12,par_8_10614,38,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:00:36,07:00:36,par_8_06769,39,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:02:00,07:02:00,par_8_06792,40,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:03:24,07:03:24,par_8_06790,41,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:04:48,07:04:48,par_8_12925,42,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:06:12,07:06:12,par_8_07236,43,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:09:00,07:09:00,par_8_06841,44,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:10:24,07:10:24,par_8_18823,45,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:12:30,07:12:30,par_8_07369,46,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:16:42,07:16:42,par_8_16646,47,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:18:06,07:18:06,par_8_16645,48,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:19:30,07:19:30,par_8_07363,49,,,,
6044_8__827___-8__827____7_06:20:00_2_nu__5_8__827___,07:20:54,07:20:54,par_8_1322,50,,,,
