shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
8__827_A___1_-_IT_1,40.5468117898852,-3.65046899807777,1000001,0
8__827_A___1_-_IT_1,40.5472991662537,-3.65040420909306,1000002,0.054378615841
8__827_A___1_-_IT_1,40.5475758649916,-3.65035031070838,1000003,0.1398093787
8__827_A___1_-_IT_1,40.5476875365362,-3.65031485821027,1000004,0.2379945565
8__827_A___1_-_IT_1,40.5477834005792,-3.65025837511721,1000005,0.34784653588
8__827_A___1_-_IT_1,40.5478275408808,-3.65019617635702,1000006,0.464892058509
8__827_A___1_-_IT_1,40.547847648993,-3.65012215366413,1000007,0.588591162739
8__827_A___1_-_IT_1,40.5478607369404,-3.65005396919675,1000008,0.718243890546
8__827_A___1_-_IT_1,40.54788414793,-3.64997972916753,1000009,0.854698993265
8__827_A___1_-_IT_1,40.5478904142598,-3.64996455728923,1000010,0.992615026252
8__827_A___1_-_IT_1,40.547914354363,-3.64990659051061,1000011,1.136112715611
8__827_A___1_-_IT_1,40.5479528155269,-3.6498491549638,1000012,1.286081938219
8__827_A___1_-_IT_1,40.5479684068074,-3.64983976677209,1000013,1.43795571178
8__827_A___1_-_IT_1,40.548000956147,-3.64982016507957,1000014,1.593805627391
8__827_A___1_-_IT_1,40.5480344702616,-3.64981290938433,1000015,1.753426165046
8__827_A___1_-_IT_1,40.5480390388109,-3.64981192017048,1000016,1.913560705133
8__827_A___1_-_IT_1,40.5480710520265,-3.6498049889064,1000017,2.077297010378
8__827_A___1_-_IT_1,40.5481415343503,-3.64980487534999,1000018,2.248857205081
8__827_A___1_-_IT_1,40.5481792752192,-3.64980085863254,1000019,2.424620605136
8__827_A___1_-_IT_1,40.5482042771491,-3.64979819739379,1000020,2.603168475447
8__827_A___1_-_IT_1,40.5482559017535,-3.64977236242459,1000021,2.787850286785
8__827_A___1_-_IT_1,40.548308637016,-3.64973053085662,1000022,2.979374216275
8__827_A___1_-_IT_1,40.5483439195284,-3.64969492568695,1000023,3.175840706167
8__827_A___1_-_IT_1,40.5485430655213,-3.64941405728512,1000024,3.404777272624
8__827_A___1_-_IT_1,40.5485430655213,-3.64941405728512,2000001,3.404777272624
8__827_A___1_-_IT_1,40.5497947899012,-3.64759597098443,2000002,3.612156133536
8__827_A___1_-_IT_1,40.5498108367464,-3.64755059694194,2000003,3.823769853831
