shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
circularverde_001,40.28521025175788,-3.8161772483078913,1
circularverde_001,40.28538213020967,-3.8156354420294685,2
circularverde_001,40.285261406104674,-3.8136613359853353,3
circularverde_001,40.2852347667039,-3.8133716577391445,4
circularverde_001,40.28518156616145,-3.813143669948718,5
circularverde_001,40.28525553626928,-3.8130283349460097,6
circularverde_001,40.28521870514025,-3.8124972575047855,7
circularverde_001,40.285075472781166,-3.8122504942492768,8
circularverde_001,40.2852514439226,-3.812046646342542,9
circularverde_001,40.2851409504687,-3.809412716810821,10
circularverde_001,40.28389277113081,-3.8092517842528606,11
circularverde_001,40.28142908394697,-3.809037207508928,12
circularverde_001,40.281294419191426,-3.809015748821601,13
circularverde_001,40.28162182530683,-3.804391619989938,14
circularverde_001,40.28171186171059,-3.802535531154949,15
circularverde_001,40.28169549146427,-3.8022994967366186,16
circularverde_001,40.28188374905753,-3.802278039062222,17
circularverde_001,40.28379085077256,-3.803071973014763,18
circularverde_001,40.285051309070234,-3.803833720455707,19
circularverde_001,40.28712201096455,-3.800615069296789,20
circularverde_001,40.287031981766475,-3.8004541367388294,21
circularverde_001,40.28568971404645,-3.7984478441830998,22
circularverde_001,40.28529685015923,-3.797997233020856,23
circularverde_001,40.28397091768263,-3.7968170609292433,24
circularverde_001,40.2835289344108,-3.795808550232769,25
circularverde_001,40.28329975676182,-3.795840736744365,26
circularverde_001,40.28239122343674,-3.796902891626813,27
circularverde_001,40.28188374905753,-3.797610994881784,28
circularverde_001,40.27765191921683,-3.8019883604579174,29
circularverde_001,40.27715259493771,-3.802760836736062,30
circularverde_001,40.27691520997081,-3.802760836736062,31
circularverde_001,40.27701343833406,-3.8023209544110164,32
circularverde_001,40.27686609573568,-3.799703118135083,33
circularverde_001,40.27730812256759,-3.7982225386019675,34
circularverde_001,40.279788330637984,-3.798769709298999,35
circularverde_001,40.27994385220504,-3.797600266044586,36
circularverde_001,40.279992964204524,-3.7964844669761453,37
circularverde_001,40.28042678531719,-3.794134851630138,38
circularverde_001,40.2803285619128,-3.7937056981422717,39
circularverde_001,40.279845628099054,-3.7928903065153534,40
circularverde_001,40.27971466240242,-3.79179596512131,41
circularverde_001,40.27966555020078,-3.788791890706305,42
circularverde_001,40.27927265130331,-3.7874400572195537,43
circularverde_001,40.279108942755485,-3.785508866524195,44
circularverde_001,40.27901890288523,-3.7845647288509126,45
circularverde_001,40.27862600022997,-3.7831699800153666,46
circularverde_001,40.279550954924865,-3.7811100432736637,47
circularverde_001,40.279624623338826,-3.7807452628089693,48
circularverde_001,40.27989474016986,-3.7806594321114,49
circularverde_001,40.27996840820922,-3.7810242125760944,50
circularverde_001,40.27988655482723,-3.7812495181572063,51
circularverde_001,40.281310789534814,-3.786731953964582,52
circularverde_001,40.28159726990316,-3.786925073034118,53
circularverde_001,40.283062393377705,-3.7864422753602778,54
circularverde_001,40.28316061281016,-3.7865602925694435,55
circularverde_001,40.28374992640793,-3.7891352134966025,56
circularverde_001,40.283995472224085,-3.7903261144253935,57
circularverde_001,40.28428194121567,-3.7912058790755037,58
circularverde_001,40.285108602070764,-3.7905836065181213,59
circularverde_001,40.28537051231202,-3.7901437241930562,60
circularverde_001,40.28564879083142,-3.7896394688448196,61
circularverde_001,40.286565464910325,-3.787922854893393,62
circularverde_001,40.28652454222547,-3.7876868204750833,63
circularverde_001,40.286647310205694,-3.787719006986659,64
circularverde_001,40.287604892798726,-3.7890279251246355,65
circularverde_001,40.28959367483631,-3.788566585125173,66
circularverde_001,40.29259719768025,-3.7862813428023383,67
circularverde_001,40.29456946568525,-3.7851977302454936,68
circularverde_001,40.29551056913481,-3.7893390614033167,69
circularverde_001,40.29577243906803,-3.7896609265192165,70
circularverde_001,40.29575607222691,-3.7898111302399777,71
circularverde_001,40.29605067476006,-3.790175910704652,72
circularverde_001,40.296247075735245,-3.791034217680365,73
circularverde_001,40.29631254260009,-3.791785236284111,74
circularverde_001,40.29626344245739,-3.7924075088415137,75
circularverde_001,40.296148875319,-3.792589899073851,76
circularverde_001,40.294585832813766,-3.792654272097023,77
circularverde_001,40.293677451186156,-3.7924718818646856,78
circularverde_001,40.293440124244576,-3.7925147972134807,79
circularverde_001,40.293513777522556,-3.793094154422088,80
circularverde_001,40.29371018587133,-3.7941670381417136,81
circularverde_001,40.293685634858946,-3.795636888837631,82
circularverde_001,40.29240896992398,-3.798190352090392,83
circularverde_001,40.292253477034265,-3.798919913019741,84
circularverde_001,40.292310587339614,-3.7998425949194856,85
circularverde_001,40.291868658599434,-3.801323174452601,86
circularverde_001,40.291876842491256,-3.8017415991032486,87
circularverde_001,40.29346449875875,-3.8030290595668275,88
circularverde_001,40.293922784352134,-3.802278040963081,89
circularverde_001,40.29428286370942,-3.8020849218935453,90
circularverde_001,40.296721532489585,-3.801795243289241,91
circularverde_001,40.29691793151481,-3.8015806665453082,92
circularverde_001,40.29703249734922,-3.8017308702660495,93
circularverde_001,40.29696703118191,-3.8022565832886834,94
circularverde_001,40.2968770150983,-3.8028037539856956,95
circularverde_001,40.2966396993939,-3.8034474842174952,96
circularverde_001,40.29595229747752,-3.804627656309088,97
circularverde_001,40.295502209101,-3.805260657703689,98
circularverde_001,40.295461291827195,-3.8056576246799594,99
circularverde_001,40.295199420688135,-3.8058078284007006,100
circularverde_001,40.2947656943817,-3.8065695758416456,101
circularverde_001,40.294716593114984,-3.8069450851435187,102
circularverde_001,40.29523215463601,-3.809916973046948,103
circularverde_001,40.29604231479307,-3.809756040488988,104
