route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8__480___,1_8__480___,1_8__480___-8__480____7_06:54:00_2_-_ _4_8__480___,INTERCAMBIADOR DE PLAZA ELÍPTICA,480 MADRID (Plaza Elíptica),1,,8__480____2_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_07:34:00_1_-_ _4_8__480___,SANTA ROSA-EST.LEGANÉS CENTRAL,480 LEGANÉS (Estación FF.CC.),0,,8__480____1_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_08:24:00_2_-_ _9_8__480___,INTERCAMBIADOR DE PLAZA ELÍPTICA,480 MADRID (Plaza Elíptica),1,,8__480____2_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_09:04:00_1_-_ _9_8__480___,SANTA ROSA-EST.LEGANÉS CENTRAL,480 LEGANÉS (Estación FF.CC.),0,,8__480____1_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_09:54:00_2_-_ _14_8__480___,INTERCAMBIADOR DE PLAZA ELÍPTICA,480 MADRID (Plaza Elíptica),1,,8__480____2_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_10:36:00_1_-_ _14_8__480___,SANTA ROSA-EST.LEGANÉS CENTRAL,480 LEGANÉS (Estación FF.CC.),0,,8__480____1_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_11:24:00_2_-_ _19_8__480___,INTERCAMBIADOR DE PLAZA ELÍPTICA,480 MADRID (Plaza Elíptica),1,,8__480____2_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_12:06:00_1_-_ _19_8__480___,SANTA ROSA-EST.LEGANÉS CENTRAL,480 LEGANÉS (Estación FF.CC.),0,,8__480____1_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_12:54:00_2_-_ _24_8__480___,INTERCAMBIADOR DE PLAZA ELÍPTICA,480 MADRID (Plaza Elíptica),1,,8__480____2_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_13:36:00_1_-_ _24_8__480___,SANTA ROSA-EST.LEGANÉS CENTRAL,480 LEGANÉS (Estación FF.CC.),0,,8__480____1_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_14:24:00_2_-_ _29_8__480___,INTERCAMBIADOR DE PLAZA ELÍPTICA,480 MADRID (Plaza Elíptica),1,,8__480____2_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_15:06:00_1_-_ _29_8__480___,SANTA ROSA-EST.LEGANÉS CENTRAL,480 LEGANÉS (Estación FF.CC.),0,,8__480____1_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_15:54:00_2_-_ _34_8__480___,INTERCAMBIADOR DE PLAZA ELÍPTICA,480 MADRID (Plaza Elíptica),1,,8__480____2_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_16:36:00_1_-_ _34_8__480___,SANTA ROSA-EST.LEGANÉS CENTRAL,480 LEGANÉS (Estación FF.CC.),0,,8__480____1_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_17:24:00_2_-_ _39_8__480___,INTERCAMBIADOR DE PLAZA ELÍPTICA,480 MADRID (Plaza Elíptica),1,,8__480____2_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_18:06:00_1_-_ _39_8__480___,SANTA ROSA-EST.LEGANÉS CENTRAL,480 LEGANÉS (Estación FF.CC.),0,,8__480____1_-_IT_1,0
8__480___,1_8__480___,1_8__480___-8__480____7_18:54:00_2_-_ _44_8__480___,INTERCAMBIADOR DE PLAZA ELÍPTICA,480 MADRID (Plaza Elíptica),1,,8__480____2_-_IT_1,0
