route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8__151___,201_8__151___,201_8__151___-8__151____1_05:30:00_2_s.__1_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_s._IT_2,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_05:30:00_2_s.__1_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_s._IT_2,0
8__151___,201_8__151___,201_8__151___-8__151____1_06:00:00_1_s.__1_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_s._IT_2,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_06:00:00_1_s.__1_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_s._IT_2,0
8__151___,201_8__151___,201_8__151___-8__151____1_06:30:00_2_-__4_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_06:30:00_2_-__4_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
8__151___,201_8__151___,201_8__151___-8__151____1_07:20:00_1_-__5_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_-_IT_1,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_07:20:00_1_-__5_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_-_IT_1,0
8__151___,201_8__151___,201_8__151___-8__151____1_07:50:00_2_-__8_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_07:50:00_2_-__8_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
8__151___,201_8__151___,201_8__151___-8__151____1_08:40:00_1_-__9_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_-_IT_1,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_08:40:00_1_-__9_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_-_IT_1,0
8__151___,201_8__151___,201_8__151___-8__151____1_09:10:00_2_-__12_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_09:10:00_2_-__12_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
8__151___,201_8__151___,201_8__151___-8__151____1_10:00:00_1_-__13_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_-_IT_1,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_10:00:00_1_-__13_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_-_IT_1,0
8__151___,201_8__151___,201_8__151___-8__151____1_10:30:00_2_-__16_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_10:30:00_2_-__16_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
8__151___,201_8__151___,201_8__151___-8__151____1_11:00:00_1_-__16_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_-_IT_1,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_11:00:00_1_-__16_8__151___,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES,151 ALCOBENDAS,0,,8__151____1_-_IT_1,0
8__151___,201_8__151___,201_8__151___-8__151____1_11:30:00_2_-__19_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
8__151___,7151_8__151___,7151_8__151___-8__151____1_11:30:00_2_-__19_8__151___,INTERCAMBIADOR DE PLAZA CASTILLA,151 MADRID (Pza. Castilla),1,,8__151____2_-_IT_1,0
