route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
8__151___,CRTM,151,MADRID (Plaza de Castilla) - ALCOBENDAS,,3,https://www.crtm.es/8__151___.aspx,8EBF42,FFFFFF
8__152_C__,CRTM,152C,MADRID (Plaza de Castilla)-S.S. DE LOS REYES (Dehesa Vieja),,3,https://www.crtm.es/8__152_C__.aspx,8EBF42,FFFFFF
8__153___,CRTM,153,MADRID (Plaza de Castilla)-ALCOBENDAS-ROSA LUXEMBURGO,,3,https://www.crtm.es/8__153___.aspx,8EBF42,FFFFFF
8__154___,CRTM,154,MADRID (Chamartín)-S.S. REYES CIRCULAR (Por Fuencarral),,3,https://www.crtm.es/8__154___.aspx,8EBF42,FFFFFF
8__154_C__,CRTM,154C,MADRID (Plaza de Castilla)-S.S. DE LOS REYES (Avda. de los Quiñones),,3,https://www.crtm.es/8__154_C__.aspx,8EBF42,FFFFFF
8__155___,CRTM,155,MADRID (Plaza de Castilla)-EL SOTO DE LA MORALEJA,,3,https://www.crtm.es/8__155___.aspx,8EBF42,FFFFFF
8__155_B__,CRTM,155B,MADRID (Plaza de Castilla)-EL ENCINAR DE LOS REYES,,3,https://www.crtm.es/8__155_B__.aspx,8EBF42,FFFFFF
8__156___,CRTM,156,MADRID (Plaza de Castilla)-S.S. DE LOS REYES (P.I. Moscatelares),,3,https://www.crtm.es/8__156___.aspx,8EBF42,FFFFFF
8__157___,CRTM,157,MADRID (Plaza de Castilla)-ALCOBENDAS (P.Chopera),,3,https://www.crtm.es/8__157___.aspx,8EBF42,FFFFFF
8__157_C__,CRTM,157C,MADRID (Plaza de Castilla)-ALCOBENDAS (Valdelasfuentes),,3,https://www.crtm.es/8__157_C__.aspx,8EBF42,FFFFFF
8__158___,CRTM,158,MADRID (Pinar de Chamartín) - SAN SEBASTIÁN DE LOS REYES (Tempranales),,3,https://www.crtm.es/8__158___.aspx,8EBF42,FFFFFF
8__159___,CRTM,159,Madrid (Plaza Castilla)-ALCOBENDAS (El Juncal),,3,https://www.crtm.es/8__159___.aspx,8EBF42,FFFFFF
8__161___,CRTM,161,MADRID (Plaza de Castilla)-URB. FUENTE DEL FRESNO,,3,https://www.crtm.es/8__161___.aspx,8EBF42,FFFFFF
8__166___,CRTM,166,SAN SEBASTIAN DE LOS REYES - URBANIZACION VALDELAGUA,,3,https://www.crtm.es/8__166___.aspx,8EBF42,FFFFFF
8__180___,CRTM,180,ALCOBENDAS-ALGETE,,3,https://www.crtm.es/8__180___.aspx,8EBF42,FFFFFF
8__181___,CRTM,181,MADRID (Plaza de Castilla)-ALGETE,,3,https://www.crtm.es/8__181___.aspx,8EBF42,FFFFFF
8__182___,CRTM,182,MADRID (Plaza de Castilla)-ALGETE-VALDEOLMOS,,3,https://www.crtm.es/8__182___.aspx,8EBF42,FFFFFF
8__183___,CRTM,183,MADRID (Plaza de Castilla)-COBEÑA-ALGETE,,3,https://www.crtm.es/8__183___.aspx,8EBF42,FFFFFF
