shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
circular-roja_001,40.28527195208158,-3.816150425975016,1
circular-roja_001,40.285345614261495,-3.8156568994639977,2
circular-roja_001,40.285402907012596,-3.8154208650456676,3
circular-roja_001,40.2852801367722,-3.8135915983036655,4
circular-roja_001,40.28521056687034,-3.8133823859783416,5
circular-roja_001,40.28517782806823,-3.8132053601645937,6
circular-roja_001,40.28526376738997,-3.8130068766764684,7
circular-roja_001,40.28521056687034,-3.8125294434212185,8
circular-roja_001,40.285128719835285,-3.812239764816914,9
circular-roja_001,40.28525149035071,-3.8120788322589743,10
circular-roja_001,40.285116442771496,-3.8094609959830414,11
circular-roja_001,40.28388872513069,-3.8092786057507033,12
circular-roja_001,40.280835703934514,-3.808994291565009,13
circular-roja_001,40.280508690849416,-3.809026476368452,14
circular-roja_001,40.28036954115303,-3.808929916833684,15
circular-roja_001,40.27735728928839,-3.8082003559043143,16
circular-roja_001,40.277005305449585,-3.8082110847415134,17
circular-roja_001,40.277103533681945,-3.8072347605566352,18
circular-roja_001,40.27735728928839,-3.806945081952332,19
circular-roja_001,40.278282261339655,-3.8067841493943915,20
circular-roja_001,40.278576940043294,-3.8064408266040943,21
circular-roja_001,40.27891254478043,-3.8059258424186786,22
circular-roja_001,40.279051697475545,-3.805614706139978,23
circular-roja_001,40.278822504648595,-3.804659839629497,24
circular-roja_001,40.2786101347151,-3.804359434344629,25
circular-roja_001,40.278094446394064,-3.8037800771360217,26
circular-roja_001,40.27746415532698,-3.803136346904242,27
circular-roja_001,40.2773331850173,-3.8029110413231093,28
circular-roja_001,40.27691571546214,-3.802728651090773,29
circular-roja_001,40.27704668658045,-3.802138565044966,30
circular-roja_001,40.27692390116448,-3.8005721548142817,31
circular-roja_001,40.27694027256616,-3.7997245766757675,32
circular-roja_001,40.27728407108577,-3.798190352956679,33
circular-roja_001,40.27983794821994,-3.7987160659793138,34
circular-roja_001,40.279846133568476,-3.7988126255140817,35
circular-roja_001,40.2796169434346,-3.7994134403970667,36
circular-roja_001,40.279846133568476,-3.799767492024562,37
circular-roja_001,40.28187606940993,-3.7976002669108726,38
circular-roja_001,40.28337392653392,-3.795722720401507,39
circular-roja_001,40.28385683514389,-3.795433041797203,40
circular-roja_001,40.28449525140107,-3.794156310170823,41
circular-roja_001,40.285223693355405,-3.7933838338926784,42
circular-roja_001,40.285313724962,-3.792997595753607,43
circular-roja_001,40.284266077028086,-3.791323897150956,44
circular-roja_001,40.283881389726815,-3.789896961803834,45
circular-roja_001,40.28321022791713,-3.786871429714432,46
circular-roja_001,40.283038343942856,-3.7864744627381612,47
circular-roja_001,40.28149136850805,-3.7869143450632268,48
circular-roja_001,40.28128673947686,-3.786796327854061,49
circular-roja_001,40.28091840565988,-3.7851440869258077,50
circular-roja_001,40.281851514098626,-3.78504752739104,51
circular-roja_001,40.282391728887156,-3.7844681701824316,52
circular-roja_001,40.2835212549501,-3.7840926608805585,53
circular-roja_001,40.284773533523705,-3.7838995418110226,54
circular-roja_001,40.28487993520902,-3.783706422741487,55
circular-roja_001,40.28511729221119,-3.783824439950652,56
circular-roja_001,40.28506818393431,-3.784146305066552,57
circular-roja_001,40.28551834180378,-3.7851977311118006,58
circular-roja_001,40.28650049402234,-3.787558075295006,59
circular-roja_001,40.28664781562428,-3.787837025062111,60
circular-roja_001,40.28754810732587,-3.7890601125025185,61
circular-roja_001,40.28962691689591,-3.788534399479884,62
circular-roja_001,40.292589519249795,-3.7863457166918173,63
circular-roja_001,40.292720460003295,-3.786045309250315,64
circular-roja_001,40.292916870657805,-3.7861633264594796,65
circular-roja_001,40.294520869635654,-3.785272832972171,66
circular-roja_001,40.295486524129004,-3.7893605199440215,67
circular-roja_001,40.29578112783735,-3.7895429101763582,68
circular-roja_001,40.295764760998374,-3.789896961803834,69
circular-roja_001,40.29605936349361,-3.7901544538965424,70
circular-roja_001,40.296280314522136,-3.79096984552348,71
circular-roja_001,40.29630486459181,-3.7917745083132197,72
circular-roja_001,40.29625576444353,-3.7923753231962047,73
circular-roja_001,40.296141197292116,-3.7925791711029397,74
circular-roja_001,40.29532285484716,-3.7925684422657406,75
circular-roja_001,40.29411987346053,-3.7925040692425687,76
circular-roja_001,40.293465180713746,-3.7925040692425687,77
circular-roja_001,40.293686140224885,-3.7938451738921217,78
circular-roja_001,40.29373524224038,-3.7949395152861647,79
circular-roja_001,40.2935715687167,-3.795915839471043,80
circular-roja_001,40.29285140050307,-3.7974393343529327,81
circular-roja_001,40.292294901626825,-3.798598048770148,82
circular-roja_001,40.292319453144465,-3.799788949698959,83
circular-roja_001,40.29216396004874,-3.8006579855118714,84
circular-roja_001,40.291812053300575,-3.8014948348131865,85
circular-roja_001,40.291869340570514,-3.8017737845802917,86
circular-roja_001,40.293407894796616,-3.8030827027182488,87
circular-roja_001,40.294332647237525,-3.8038766366707897,88
circular-roja_001,40.295183735645885,-3.805325029692308,89
circular-roja_001,40.29543742338608,-3.805421589227077,90
circular-roja_001,40.295519257937826,-3.805754183180175,91
circular-roja_001,40.29522465308775,-3.805775640854572,92
circular-roja_001,40.29493823047434,-3.806301353877187,93
circular-roja_001,40.29475000923874,-3.806762693876629,94
circular-roja_001,40.29468454086,-3.8069772706205622,95
circular-roja_001,40.29493823047434,-3.8083076464329157,96
circular-roja_001,40.295249203540976,-3.809895514337998,97
circular-roja_001,40.29748325744685,-3.809659479919668,98
circular-roja_001,40.29827702438291,-3.8096809375940652,99
circular-roja_001,40.29989726196716,-3.8092410552690197,100
