route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8__551___,1_8__551___,1_8__551___-8__551____1_00:15:00_1_-_v._62_8__551___,CTRA.ÁVILA-ESTUDIOS,551 S. M. DE VALDEIGLESIAS,0,,8__551____1_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____1_05:15:00_2_-__1_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 MADRID (Cuatro Vientos),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____1_05:15:00_2_t.__2_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 551 MADRID (Cuatro Vientos),1,,8__551____2_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____1_05:25:00_2_-__3_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 MADRID (Cuatro Vientos),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____1_05:35:00_2_-__4_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 MADRID (Cuatro Vientos),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____1_05:45:00_2_-__5_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 MADRID (Cuatro Vientos),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____1_05:50:00_2_nr__6_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 551 MADRID (Cuatro Vientos),1,,8__551____2_nr_IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____1_06:00:00_2_-__7_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 MADRID (Cuatro Vientos),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____1_06:00:00_2_cv__7_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 MADRID (Cuatro Vientos),1,,8__551____2_cv_IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____1_06:10:00_2_-_l._8_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 MADRID (Cuatro Vientos),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____1_06:15:00_2_t.__9_8__551___,PºEXTREMADURA-CUATRO VIENTOS,551 551 MADRID (Cuatro Vientos),1,,8__551____2_t._IT_2,0
