trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
93406_8__571___-956640,07:33:44,07:33:44,par_8_15305,3,,,,
93406_8__571___-956640,07:34:48,07:34:48,par_8_12189,4,,,,
93406_8__571___-956640,07:35:58,07:35:58,par_8_12186,5,,,,
93406_8__571___-956640,07:37:23,07:37:23,par_8_12185,6,,,,
93406_8__571___-956640,07:38:30,07:38:30,par_8_13289,7,,,,
93406_8__571___-956640,07:39:36,07:39:36,par_8_13291,8,,,,
93406_8__571___-956640,07:40:18,07:40:18,par_8_17983,9,,,,
93406_8__571___-956640,07:42:04,07:42:04,par_8_12183,10,,,,
93406_8__571___-956640,07:42:58,07:42:58,par_8_12607,11,,,,
93406_8__571___-956640,07:43:44,07:43:44,par_8_09886,12,,,,
93406_8__571___-956640,07:44:21,07:44:21,par_8_12296,13,,,,
93406_8__571___-956640,07:45:09,07:45:09,par_8_15066,14,,,,
93406_8__571___-956640,07:52:55,07:52:55,par_8_08919,15,,,,
93406_8__571___-956640,07:57:25,07:57:25,par_8_08745,16,,,,
93406_8__571___-956640,07:58:50,07:58:50,par_8_11978,17,,,,
93406_8__571___-956640,07:59:21,07:59:21,par_8_08748,18,,,,
93406_8__571___-956640,08:00:32,08:00:32,par_8_08749,19,,,,
93406_8__571___-956640,08:01:45,08:01:45,par_8_08771,20,,,,
93406_8__571___-956640,08:03:23,08:03:23,par_8_11279,21,,,,
93406_8__571___-956640,08:04:44,08:04:44,par_8_18272,22,,,,
93406_8__571___-956640,08:06:25,08:06:25,par_8_08777,23,,,,
93406_8__571___-956640,08:11:00,08:11:00,par_8_08775,24,,,,
93406_8__571___-956640,08:13:19,08:13:19,par_8_21157,25,,,,
93406_8__571___-956640,08:15:52,08:15:52,par_8_10472,26,,,,
93406_8__571___-956640,08:16:31,08:16:31,par_8_11449,27,,,,
93406_8__571___-956640,08:19:15,08:19:15,par_8_08653,28,,,,
93406_8__571___-956640,08:20:27,08:20:27,par_8_08410,29,,,,
93406_8__571___-956640,08:22:45,08:22:45,par_8_3592,30,,,,
93406_8__571___-956640,08:25:00,08:25:00,par_8_15782,31,,,,
93406_8__571___-956641,08:30:00,08:30:00,par_8_15782,0,,,,
93406_8__571___-956641,08:32:32,08:32:32,par_8_08458,1,,,,
93406_8__571___-956641,08:34:44,08:34:44,par_8_08409,2,,,,
93406_8__571___-956641,08:36:05,08:36:05,par_8_08654,3,,,,
93406_8__571___-956641,08:39:20,08:39:20,par_8_10471,4,,,,
93406_8__571___-956641,08:41:51,08:41:51,par_8_21156,5,,,,
93406_8__571___-956641,08:43:49,08:43:49,par_8_08774,6,,,,
93406_8__571___-956641,08:50:43,08:50:43,par_8_18271,7,,,,
93406_8__571___-956641,08:52:05,08:52:05,par_8_08759,8,,,,
93406_8__571___-956641,08:53:44,08:53:44,par_8_08758,9,,,,
93406_8__571___-956641,08:55:04,08:55:04,par_8_08768,10,,,,
93406_8__571___-956641,08:56:14,08:56:14,par_8_08747,11,,,,
93406_8__571___-956641,08:56:41,08:56:41,par_8_11979,12,,,,
93406_8__571___-956641,08:58:02,08:58:02,par_8_08746,13,,,,
93406_8__571___-956641,09:02:51,09:02:51,par_8_08918,14,,,,
93406_8__571___-956641,09:11:07,09:11:07,par_8_15568,15,,,,
93406_8__571___-956641,09:11:50,09:11:50,par_8_15065,16,,,,
93406_8__571___-956641,09:12:55,09:12:55,par_8_17338,17,,,,
93406_8__571___-956641,09:14:04,09:14:04,par_8_11645,18,,,,
93406_8__571___-956641,09:14:41,09:14:41,par_8_15075,19,,,,
93406_8__571___-956641,09:15:37,09:15:37,par_8_13292,20,,,,
93406_8__571___-956641,09:16:41,09:16:41,par_8_13290,21,,,,
93406_8__571___-956641,09:18:16,09:18:16,par_8_12184,22,,,,
93406_8__571___-956641,09:19:13,09:19:13,par_8_12187,23,,,,
93406_8__571___-956641,09:20:24,09:20:24,par_8_12188,24,,,,
93406_8__571___-956641,09:21:39,09:21:39,par_8_15304,25,,,,
93406_8__571___-956641,09:22:49,09:22:49,par_8_10479,26,,,,
93406_8__571___-956641,09:23:31,09:23:31,par_8_08872,27,,,,
93406_8__571___-956641,09:25:00,09:25:00,par_8_08874,28,,,,
93406_8__571___-956642,09:30:00,09:30:00,par_8_08875,0,,,,
93406_8__571___-956642,09:31:20,09:31:20,par_8_08873,1,,,,
93406_8__571___-956642,09:32:08,09:32:08,par_8_15542,2,,,,
93406_8__571___-956642,09:33:44,09:33:44,par_8_15305,3,,,,
93406_8__571___-956642,09:34:48,09:34:48,par_8_12189,4,,,,
93406_8__571___-956642,09:35:58,09:35:58,par_8_12186,5,,,,
93406_8__571___-956642,09:37:23,09:37:23,par_8_12185,6,,,,
93406_8__571___-956642,09:38:30,09:38:30,par_8_13289,7,,,,
93406_8__571___-956642,09:39:36,09:39:36,par_8_13291,8,,,,
93406_8__571___-956642,09:40:18,09:40:18,par_8_17983,9,,,,
93406_8__571___-956642,09:42:04,09:42:04,par_8_12183,10,,,,
93406_8__571___-956642,09:42:58,09:42:58,par_8_12607,11,,,,
93406_8__571___-956642,09:43:44,09:43:44,par_8_09886,12,,,,
93406_8__571___-956642,09:44:21,09:44:21,par_8_12296,13,,,,
93406_8__571___-956642,09:45:09,09:45:09,par_8_15066,14,,,,
93406_8__571___-956642,09:52:55,09:52:55,par_8_08919,15,,,,
93406_8__571___-956642,09:57:25,09:57:25,par_8_08745,16,,,,
93406_8__571___-956642,09:58:50,09:58:50,par_8_11978,17,,,,
93406_8__571___-956642,09:59:21,09:59:21,par_8_08748,18,,,,
93406_8__571___-956642,10:00:32,10:00:32,par_8_08749,19,,,,
93406_8__571___-956642,10:01:45,10:01:45,par_8_08771,20,,,,
93406_8__571___-956642,10:03:23,10:03:23,par_8_11279,21,,,,
93406_8__571___-956642,10:04:44,10:04:44,par_8_18272,22,,,,
93406_8__571___-956642,10:06:25,10:06:25,par_8_08777,23,,,,
93406_8__571___-956642,10:11:00,10:11:00,par_8_08775,24,,,,
93406_8__571___-956642,10:13:19,10:13:19,par_8_21157,25,,,,
93406_8__571___-956642,10:15:52,10:15:52,par_8_10472,26,,,,
93406_8__571___-956642,10:16:31,10:16:31,par_8_11449,27,,,,
93406_8__571___-956642,10:19:15,10:19:15,par_8_08653,28,,,,
93406_8__571___-956642,10:20:27,10:20:27,par_8_08410,29,,,,
93406_8__571___-956642,10:22:45,10:22:45,par_8_3592,30,,,,
93406_8__571___-956642,10:25:00,10:25:00,par_8_15782,31,,,,
93406_8__571___-956643,10:30:00,10:30:00,par_8_15782,0,,,,
93406_8__571___-956643,10:32:32,10:32:32,par_8_08458,1,,,,
93406_8__571___-956643,10:34:44,10:34:44,par_8_08409,2,,,,
93406_8__571___-956643,10:36:05,10:36:05,par_8_08654,3,,,,
93406_8__571___-956643,10:39:20,10:39:20,par_8_10471,4,,,,
93406_8__571___-956643,10:41:51,10:41:51,par_8_21156,5,,,,
93406_8__571___-956643,10:43:49,10:43:49,par_8_08774,6,,,,
93406_8__571___-956643,10:50:43,10:50:43,par_8_18271,7,,,,
93406_8__571___-956643,10:52:05,10:52:05,par_8_08759,8,,,,
93406_8__571___-956643,10:53:44,10:53:44,par_8_08758,9,,,,
93406_8__571___-956643,10:55:04,10:55:04,par_8_08768,10,,,,
93406_8__571___-956643,10:56:14,10:56:14,par_8_08747,11,,,,
93406_8__571___-956643,10:56:41,10:56:41,par_8_11979,12,,,,
93406_8__571___-956643,10:58:02,10:58:02,par_8_08746,13,,,,
93406_8__571___-956643,11:02:51,11:02:51,par_8_08918,14,,,,
93406_8__571___-956643,11:11:07,11:11:07,par_8_15568,15,,,,
93406_8__571___-956643,11:11:50,11:11:50,par_8_15065,16,,,,
93406_8__571___-956643,11:12:55,11:12:55,par_8_17338,17,,,,
93406_8__571___-956643,11:14:04,11:14:04,par_8_11645,18,,,,
93406_8__571___-956643,11:14:41,11:14:41,par_8_15075,19,,,,
93406_8__571___-956643,11:15:37,11:15:37,par_8_13292,20,,,,
93406_8__571___-956643,11:16:41,11:16:41,par_8_13290,21,,,,
93406_8__571___-956643,11:18:16,11:18:16,par_8_12184,22,,,,
93406_8__571___-956643,11:19:13,11:19:13,par_8_12187,23,,,,
93406_8__571___-956643,11:20:24,11:20:24,par_8_12188,24,,,,
93406_8__571___-956643,11:21:39,11:21:39,par_8_15304,25,,,,
93406_8__571___-956643,11:22:49,11:22:49,par_8_10479,26,,,,
93406_8__571___-956643,11:23:31,11:23:31,par_8_08872,27,,,,
93406_8__571___-956643,11:25:00,11:25:00,par_8_08874,28,,,,
93406_8__571___-956644,11:30:00,11:30:00,par_8_08875,0,,,,
93406_8__571___-956644,11:31:20,11:31:20,par_8_08873,1,,,,
93406_8__571___-956644,11:32:08,11:32:08,par_8_15542,2,,,,
93406_8__571___-956644,11:33:44,11:33:44,par_8_15305,3,,,,
93406_8__571___-956644,11:34:48,11:34:48,par_8_12189,4,,,,
93406_8__571___-956644,11:35:58,11:35:58,par_8_12186,5,,,,
93406_8__571___-956644,11:37:23,11:37:23,par_8_12185,6,,,,
93406_8__571___-956644,11:38:30,11:38:30,par_8_13289,7,,,,
93406_8__571___-956644,11:39:36,11:39:36,par_8_13291,8,,,,
93406_8__571___-956644,11:40:18,11:40:18,par_8_17983,9,,,,
93406_8__571___-956644,11:42:04,11:42:04,par_8_12183,10,,,,
93406_8__571___-956644,11:42:58,11:42:58,par_8_12607,11,,,,
93406_8__571___-956644,11:43:44,11:43:44,par_8_09886,12,,,,
93406_8__571___-956644,11:44:21,11:44:21,par_8_12296,13,,,,
93406_8__571___-956644,11:45:09,11:45:09,par_8_15066,14,,,,
93406_8__571___-956644,11:52:55,11:52:55,par_8_08919,15,,,,
93406_8__571___-956644,11:57:25,11:57:25,par_8_08745,16,,,,
93406_8__571___-956644,11:58:50,11:58:50,par_8_11978,17,,,,
93406_8__571___-956644,11:59:21,11:59:21,par_8_08748,18,,,,
93406_8__571___-956644,12:00:32,12:00:32,par_8_08749,19,,,,
93406_8__571___-956644,12:01:45,12:01:45,par_8_08771,20,,,,
93406_8__571___-956644,12:03:23,12:03:23,par_8_11279,21,,,,
93406_8__571___-956644,12:04:44,12:04:44,par_8_18272,22,,,,
93406_8__571___-956644,12:06:25,12:06:25,par_8_08777,23,,,,
93406_8__571___-956644,12:11:00,12:11:00,par_8_08775,24,,,,
93406_8__571___-956644,12:13:19,12:13:19,par_8_21157,25,,,,
93406_8__571___-956644,12:15:52,12:15:52,par_8_10472,26,,,,
93406_8__571___-956644,12:16:31,12:16:31,par_8_11449,27,,,,
93406_8__571___-956644,12:19:15,12:19:15,par_8_08653,28,,,,
93406_8__571___-956644,12:20:27,12:20:27,par_8_08410,29,,,,
93406_8__571___-956644,12:22:45,12:22:45,par_8_3592,30,,,,
93406_8__571___-956644,12:25:00,12:25:00,par_8_15782,31,,,,
93406_8__571___-956645,12:30:00,12:30:00,par_8_15782,0,,,,
93406_8__571___-956645,12:32:32,12:32:32,par_8_08458,1,,,,
93406_8__571___-956645,12:34:44,12:34:44,par_8_08409,2,,,,
93406_8__571___-956645,12:36:05,12:36:05,par_8_08654,3,,,,
93406_8__571___-956645,12:39:20,12:39:20,par_8_10471,4,,,,
93406_8__571___-956645,12:41:51,12:41:51,par_8_21156,5,,,,
93406_8__571___-956645,12:43:49,12:43:49,par_8_08774,6,,,,
93406_8__571___-956645,12:50:43,12:50:43,par_8_18271,7,,,,
93406_8__571___-956645,12:52:05,12:52:05,par_8_08759,8,,,,
93406_8__571___-956645,12:53:44,12:53:44,par_8_08758,9,,,,
93406_8__571___-956645,12:55:04,12:55:04,par_8_08768,10,,,,
93406_8__571___-956645,12:56:14,12:56:14,par_8_08747,11,,,,
93406_8__571___-956645,12:56:41,12:56:41,par_8_11979,12,,,,
93406_8__571___-956645,12:58:02,12:58:02,par_8_08746,13,,,,
93406_8__571___-956645,13:02:51,13:02:51,par_8_08918,14,,,,
93406_8__571___-956645,13:11:07,13:11:07,par_8_15568,15,,,,
93406_8__571___-956645,13:11:50,13:11:50,par_8_15065,16,,,,
93406_8__571___-956645,13:12:55,13:12:55,par_8_17338,17,,,,
93406_8__571___-956645,13:14:04,13:14:04,par_8_11645,18,,,,
93406_8__571___-956645,13:14:41,13:14:41,par_8_15075,19,,,,
93406_8__571___-956645,13:15:37,13:15:37,par_8_13292,20,,,,
93406_8__571___-956645,13:16:41,13:16:41,par_8_13290,21,,,,
93406_8__571___-956645,13:18:16,13:18:16,par_8_12184,22,,,,
93406_8__571___-956645,13:19:13,13:19:13,par_8_12187,23,,,,
93406_8__571___-956645,13:20:24,13:20:24,par_8_12188,24,,,,
93406_8__571___-956645,13:21:39,13:21:39,par_8_15304,25,,,,
93406_8__571___-956645,13:22:49,13:22:49,par_8_10479,26,,,,
93406_8__571___-956645,13:23:31,13:23:31,par_8_08872,27,,,,
93406_8__571___-956645,13:25:00,13:25:00,par_8_08874,28,,,,
93406_8__571___-956646,13:30:00,13:30:00,par_8_08875,0,,,,
93406_8__571___-956646,13:31:20,13:31:20,par_8_08873,1,,,,
93406_8__571___-956646,13:32:08,13:32:08,par_8_15542,2,,,,
93406_8__571___-956646,13:33:44,13:33:44,par_8_15305,3,,,,
93406_8__571___-956646,13:34:48,13:34:48,par_8_12189,4,,,,
93406_8__571___-956646,13:35:58,13:35:58,par_8_12186,5,,,,
93406_8__571___-956646,13:37:23,13:37:23,par_8_12185,6,,,,
93406_8__571___-956646,13:38:30,13:38:30,par_8_13289,7,,,,
93406_8__571___-956646,13:39:36,13:39:36,par_8_13291,8,,,,
93406_8__571___-956646,13:40:18,13:40:18,par_8_17983,9,,,,
93406_8__571___-956646,13:42:04,13:42:04,par_8_12183,10,,,,
93406_8__571___-956646,13:42:58,13:42:58,par_8_12607,11,,,,
93406_8__571___-956646,13:43:44,13:43:44,par_8_09886,12,,,,
93406_8__571___-956646,13:44:21,13:44:21,par_8_12296,13,,,,
93406_8__571___-956646,13:45:09,13:45:09,par_8_15066,14,,,,
93406_8__571___-956646,13:52:55,13:52:55,par_8_08919,15,,,,
93406_8__571___-956646,13:57:25,13:57:25,par_8_08745,16,,,,
93406_8__571___-956646,13:58:50,13:58:50,par_8_11978,17,,,,
93406_8__571___-956646,13:59:21,13:59:21,par_8_08748,18,,,,
93406_8__571___-956646,14:00:32,14:00:32,par_8_08749,19,,,,
93406_8__571___-956646,14:01:45,14:01:45,par_8_08771,20,,,,
93406_8__571___-956646,14:03:23,14:03:23,par_8_11279,21,,,,
93406_8__571___-956646,14:04:44,14:04:44,par_8_18272,22,,,,
93406_8__571___-956646,14:06:25,14:06:25,par_8_08777,23,,,,
93406_8__571___-956646,14:11:00,14:11:00,par_8_08775,24,,,,
93406_8__571___-956646,14:13:19,14:13:19,par_8_21157,25,,,,
93406_8__571___-956646,14:15:52,14:15:52,par_8_10472,26,,,,
93406_8__571___-956646,14:16:31,14:16:31,par_8_11449,27,,,,
93406_8__571___-956646,14:19:15,14:19:15,par_8_08653,28,,,,
93406_8__571___-956646,14:20:27,14:20:27,par_8_08410,29,,,,
93406_8__571___-956646,14:22:45,14:22:45,par_8_3592,30,,,,
93406_8__571___-956646,14:25:00,14:25:00,par_8_15782,31,,,,
93406_8__571___-956647,14:30:00,14:30:00,par_8_15782,0,,,,
93406_8__571___-956647,14:32:32,14:32:32,par_8_08458,1,,,,
93406_8__571___-956647,14:34:44,14:34:44,par_8_08409,2,,,,
93406_8__571___-956647,14:36:05,14:36:05,par_8_08654,3,,,,
93406_8__571___-956647,14:39:20,14:39:20,par_8_10471,4,,,,
93406_8__571___-956647,14:41:51,14:41:51,par_8_21156,5,,,,
93406_8__571___-956647,14:43:49,14:43:49,par_8_08774,6,,,,
93406_8__571___-956647,14:50:43,14:50:43,par_8_18271,7,,,,
93406_8__571___-956647,14:52:05,14:52:05,par_8_08759,8,,,,
93406_8__571___-956647,14:53:44,14:53:44,par_8_08758,9,,,,
93406_8__571___-956647,14:55:04,14:55:04,par_8_08768,10,,,,
93406_8__571___-956647,14:56:14,14:56:14,par_8_08747,11,,,,
93406_8__571___-956647,14:56:41,14:56:41,par_8_11979,12,,,,
93406_8__571___-956647,14:58:02,14:58:02,par_8_08746,13,,,,
93406_8__571___-956647,15:02:51,15:02:51,par_8_08918,14,,,,
93406_8__571___-956647,15:11:07,15:11:07,par_8_15568,15,,,,
93406_8__571___-956647,15:11:50,15:11:50,par_8_15065,16,,,,
93406_8__571___-956647,15:12:55,15:12:55,par_8_17338,17,,,,
93406_8__571___-956647,15:14:04,15:14:04,par_8_11645,18,,,,
93406_8__571___-956647,15:14:41,15:14:41,par_8_15075,19,,,,
93406_8__571___-956647,15:15:37,15:15:37,par_8_13292,20,,,,
93406_8__571___-956647,15:16:41,15:16:41,par_8_13290,21,,,,
93406_8__571___-956647,15:18:16,15:18:16,par_8_12184,22,,,,
93406_8__571___-956647,15:19:13,15:19:13,par_8_12187,23,,,,
93406_8__571___-956647,15:20:24,15:20:24,par_8_12188,24,,,,
93406_8__571___-956647,15:21:39,15:21:39,par_8_15304,25,,,,
93406_8__571___-956647,15:22:49,15:22:49,par_8_10479,26,,,,
93406_8__571___-956647,15:23:31,15:23:31,par_8_08872,27,,,,
93406_8__571___-956647,15:25:00,15:25:00,par_8_08874,28,,,,
93407_8__571___-956496,06:00:00,06:00:00,par_8_08875,0,,,,
93407_8__571___-956496,06:01:20,06:01:20,par_8_08873,1,,,,
93407_8__571___-956496,06:02:08,06:02:08,par_8_15542,2,,,,
93407_8__571___-956496,06:03:44,06:03:44,par_8_15305,3,,,,
93407_8__571___-956496,06:04:48,06:04:48,par_8_12189,4,,,,
93407_8__571___-956496,06:05:58,06:05:58,par_8_12186,5,,,,
93407_8__571___-956496,06:07:23,06:07:23,par_8_12185,6,,,,
93407_8__571___-956496,06:08:30,06:08:30,par_8_13289,7,,,,
93407_8__571___-956496,06:09:36,06:09:36,par_8_13291,8,,,,
93407_8__571___-956496,06:10:18,06:10:18,par_8_17983,9,,,,
93407_8__571___-956496,06:12:04,06:12:04,par_8_12183,10,,,,
93407_8__571___-956496,06:12:58,06:12:58,par_8_12607,11,,,,
93407_8__571___-956496,06:13:44,06:13:44,par_8_09886,12,,,,
93407_8__571___-956496,06:14:21,06:14:21,par_8_12296,13,,,,
93407_8__571___-956496,06:15:09,06:15:09,par_8_15066,14,,,,
93407_8__571___-956496,06:22:55,06:22:55,par_8_08919,15,,,,
93407_8__571___-956496,06:27:25,06:27:25,par_8_08745,16,,,,
93407_8__571___-956496,06:28:50,06:28:50,par_8_11978,17,,,,
93407_8__571___-956496,06:29:21,06:29:21,par_8_08748,18,,,,
93407_8__571___-956496,06:30:32,06:30:32,par_8_08749,19,,,,
93407_8__571___-956496,06:31:45,06:31:45,par_8_08771,20,,,,
93407_8__571___-956496,06:33:23,06:33:23,par_8_11279,21,,,,
93407_8__571___-956496,06:34:44,06:34:44,par_8_18272,22,,,,
93407_8__571___-956496,06:36:25,06:36:25,par_8_08777,23,,,,
93407_8__571___-956496,06:41:00,06:41:00,par_8_08775,24,,,,
93407_8__571___-956496,06:43:19,06:43:19,par_8_21157,25,,,,
93407_8__571___-956496,06:45:52,06:45:52,par_8_10472,26,,,,
93407_8__571___-956496,06:46:31,06:46:31,par_8_11449,27,,,,
93407_8__571___-956496,06:49:15,06:49:15,par_8_08653,28,,,,
93407_8__571___-956496,06:50:27,06:50:27,par_8_08410,29,,,,
93407_8__571___-956496,06:52:45,06:52:45,par_8_3592,30,,,,
93407_8__571___-956496,06:55:00,06:55:00,par_8_15782,31,,,,
93407_8__571___-956497,07:00:00,07:00:00,par_8_15782,0,,,,
93407_8__571___-956497,07:02:32,07:02:32,par_8_08458,1,,,,
93407_8__571___-956497,07:04:44,07:04:44,par_8_08409,2,,,,
93407_8__571___-956497,07:06:05,07:06:05,par_8_08654,3,,,,
93407_8__571___-956497,07:09:20,07:09:20,par_8_10471,4,,,,
93407_8__571___-956497,07:11:51,07:11:51,par_8_21156,5,,,,
93407_8__571___-956497,07:13:49,07:13:49,par_8_08774,6,,,,
93407_8__571___-956497,07:20:43,07:20:43,par_8_18271,7,,,,
93407_8__571___-956497,07:22:05,07:22:05,par_8_08759,8,,,,
93407_8__571___-956497,07:23:44,07:23:44,par_8_08758,9,,,,
93407_8__571___-956497,07:25:04,07:25:04,par_8_08768,10,,,,
93407_8__571___-956497,07:26:14,07:26:14,par_8_08747,11,,,,
93407_8__571___-956497,07:26:41,07:26:41,par_8_11979,12,,,,
93407_8__571___-956497,07:28:02,07:28:02,par_8_08746,13,,,,
93407_8__571___-956497,07:32:51,07:32:51,par_8_08918,14,,,,
93407_8__571___-956497,07:41:07,07:41:07,par_8_15568,15,,,,
93407_8__571___-956497,07:41:50,07:41:50,par_8_15065,16,,,,
93407_8__571___-956497,07:42:55,07:42:55,par_8_17338,17,,,,
93407_8__571___-956497,07:44:04,07:44:04,par_8_11645,18,,,,
93407_8__571___-956497,07:44:41,07:44:41,par_8_15075,19,,,,
93407_8__571___-956497,07:45:37,07:45:37,par_8_13292,20,,,,
93407_8__571___-956497,07:46:41,07:46:41,par_8_13290,21,,,,
93407_8__571___-956497,07:48:16,07:48:16,par_8_12184,22,,,,
93407_8__571___-956497,07:49:13,07:49:13,par_8_12187,23,,,,
93407_8__571___-956497,07:50:24,07:50:24,par_8_12188,24,,,,
93407_8__571___-956497,07:51:39,07:51:39,par_8_15304,25,,,,
93407_8__571___-956497,07:52:49,07:52:49,par_8_10479,26,,,,
93407_8__571___-956497,07:53:31,07:53:31,par_8_08872,27,,,,
93407_8__571___-956497,07:55:00,07:55:00,par_8_08874,28,,,,
93407_8__571___-956498,08:00:00,08:00:00,par_8_08875,0,,,,
93407_8__571___-956498,08:01:20,08:01:20,par_8_08873,1,,,,
93407_8__571___-956498,08:02:08,08:02:08,par_8_15542,2,,,,
93407_8__571___-956498,08:03:44,08:03:44,par_8_15305,3,,,,
93407_8__571___-956498,08:04:48,08:04:48,par_8_12189,4,,,,
93407_8__571___-956498,08:05:58,08:05:58,par_8_12186,5,,,,
93407_8__571___-956498,08:07:23,08:07:23,par_8_12185,6,,,,
93407_8__571___-956498,08:08:30,08:08:30,par_8_13289,7,,,,
93407_8__571___-956498,08:09:36,08:09:36,par_8_13291,8,,,,
93407_8__571___-956498,08:10:18,08:10:18,par_8_17983,9,,,,
93407_8__571___-956498,08:12:04,08:12:04,par_8_12183,10,,,,
93407_8__571___-956498,08:12:58,08:12:58,par_8_12607,11,,,,
93407_8__571___-956498,08:13:44,08:13:44,par_8_09886,12,,,,
93407_8__571___-956498,08:14:21,08:14:21,par_8_12296,13,,,,
93407_8__571___-956498,08:15:09,08:15:09,par_8_15066,14,,,,
93407_8__571___-956498,08:22:55,08:22:55,par_8_08919,15,,,,
93407_8__571___-956498,08:27:25,08:27:25,par_8_08745,16,,,,
93407_8__571___-956498,08:28:50,08:28:50,par_8_11978,17,,,,
93407_8__571___-956498,08:29:21,08:29:21,par_8_08748,18,,,,
93407_8__571___-956498,08:30:32,08:30:32,par_8_08749,19,,,,
93407_8__571___-956498,08:31:45,08:31:45,par_8_08771,20,,,,
93407_8__571___-956498,08:33:23,08:33:23,par_8_11279,21,,,,
93407_8__571___-956498,08:34:44,08:34:44,par_8_18272,22,,,,
93407_8__571___-956498,08:36:25,08:36:25,par_8_08777,23,,,,
93407_8__571___-956498,08:41:00,08:41:00,par_8_08775,24,,,,
93407_8__571___-956498,08:43:19,08:43:19,par_8_21157,25,,,,
93407_8__571___-956498,08:45:52,08:45:52,par_8_10472,26,,,,
93407_8__571___-956498,08:46:31,08:46:31,par_8_11449,27,,,,
93407_8__571___-956498,08:49:15,08:49:15,par_8_08653,28,,,,
93407_8__571___-956498,08:50:27,08:50:27,par_8_08410,29,,,,
93407_8__571___-956498,08:52:45,08:52:45,par_8_3592,30,,,,
93407_8__571___-956498,08:55:00,08:55:00,par_8_15782,31,,,,
93407_8__571___-956499,09:00:00,09:00:00,par_8_15782,0,,,,
93407_8__571___-956499,09:02:32,09:02:32,par_8_08458,1,,,,
93407_8__571___-956499,09:04:44,09:04:44,par_8_08409,2,,,,
93407_8__571___-956499,09:06:05,09:06:05,par_8_08654,3,,,,
93407_8__571___-956499,09:09:20,09:09:20,par_8_10471,4,,,,
93407_8__571___-956499,09:11:51,09:11:51,par_8_21156,5,,,,
93407_8__571___-956499,09:13:49,09:13:49,par_8_08774,6,,,,
93407_8__571___-956499,09:20:43,09:20:43,par_8_18271,7,,,,
93407_8__571___-956499,09:22:05,09:22:05,par_8_08759,8,,,,
93407_8__571___-956499,09:23:44,09:23:44,par_8_08758,9,,,,
93407_8__571___-956499,09:25:04,09:25:04,par_8_08768,10,,,,
93407_8__571___-956499,09:26:14,09:26:14,par_8_08747,11,,,,
93407_8__571___-956499,09:26:41,09:26:41,par_8_11979,12,,,,
93407_8__571___-956499,09:28:02,09:28:02,par_8_08746,13,,,,
93407_8__571___-956499,09:32:51,09:32:51,par_8_08918,14,,,,
93407_8__571___-956499,09:41:07,09:41:07,par_8_15568,15,,,,
93407_8__571___-956499,09:41:50,09:41:50,par_8_15065,16,,,,
93407_8__571___-956499,09:42:55,09:42:55,par_8_17338,17,,,,
93407_8__571___-956499,09:44:04,09:44:04,par_8_11645,18,,,,
