route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___1_06:45:00_2_-__1_8__350_A__,RONDA SUR-HOSPITAL DEL SURESTE,350A ARGANDA (hospital),1,,8__350_A___2_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___1_08:00:00_1_-__1_8__350_A__,PZA.PUERTA DE VIÑAS-AV.COM.DE MADRID,350A ESTREMERA,0,,8__350_A___1_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___1_09:15:00_2_-__2_8__350_A__,RONDA SUR-HOSPITAL DEL SURESTE,350A ARGANDA (hospital),1,,8__350_A___2_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___1_10:30:00_1_-__2_8__350_A__,PZA.PUERTA DE VIÑAS-AV.COM.DE MADRID,350A ESTREMERA,0,,8__350_A___1_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___1_11:45:00_2_-__3_8__350_A__,RONDA SUR-HOSPITAL DEL SURESTE,350A ARGANDA (hospital),1,,8__350_A___2_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___1_13:00:00_1_-__3_8__350_A__,PZA.PUERTA DE VIÑAS-AV.COM.DE MADRID,350A ESTREMERA,0,,8__350_A___1_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___1_14:15:00_2_-__4_8__350_A__,RONDA SUR-HOSPITAL DEL SURESTE,350A ARGANDA (hospital),1,,8__350_A___2_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___1_15:30:00_1_-__4_8__350_A__,PZA.PUERTA DE VIÑAS-AV.COM.DE MADRID,350A ESTREMERA,0,,8__350_A___1_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___2_09:35:00_1_-__1_8__350_A__,PZA.PUERTA DE VIÑAS-AV.COM.DE MADRID,350A ESTREMERA,0,,8__350_A___1_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___2_10:40:00_2_-__1_8__350_A__,RONDA SUR-HOSPITAL DEL SURESTE,350A ARGANDA (hospital),1,,8__350_A___2_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___2_12:20:00_1_-__2_8__350_A__,PZA.PUERTA DE VIÑAS-AV.COM.DE MADRID,350A ESTREMERA,0,,8__350_A___1_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___2_13:30:00_2_-__2_8__350_A__,RONDA SUR-HOSPITAL DEL SURESTE,350A ARGANDA (hospital),1,,8__350_A___2_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___2_15:00:00_1_-__3_8__350_A__,PZA.PUERTA DE VIÑAS-AV.COM.DE MADRID,350A ESTREMERA,0,,8__350_A___1_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___2_15:50:00_2_-__3_8__350_A__,RONDA SUR-HOSPITAL DEL SURESTE,350A ARGANDA (hospital),1,,8__350_A___2_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___2_17:40:00_1_-__4_8__350_A__,PZA.PUERTA DE VIÑAS-AV.COM.DE MADRID,350A ESTREMERA,0,,8__350_A___1_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___2_18:50:00_2_-__4_8__350_A__,RONDA SUR-HOSPITAL DEL SURESTE,350A ARGANDA (hospital),1,,8__350_A___2_-_IT_1,0
8__350_A__,1_8__350_A__,1_8__350_A__-8__350_A___2_20:20:00_1_-__5_8__350_A__,PZA.PUERTA DE VIÑAS-AV.COM.DE MADRID,350A ESTREMERA,0,,8__350_A___1_-_IT_1,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_06:20:00_2_-__1_8__350_B__,RONDA SUR-HOSPITAL DEL SURESTE,350B ARGANDA (Hospital),1,,8__350_B___2_-_IT_1,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_07:20:00_2_-__1_8__350_B__,MADRID-COL.NTRA.SRA.DE ALBUEL,350B VILLAREJO-VILLAMANRIQUE,0,,8__350_B___1_-_IT_1,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_08:00:00_2_-__1_8__350_B__,RONDA SUR-HOSPITAL DEL SURESTE,350B ARGANDA (Hospital),1,,8__350_B___2_-_IT_1,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_09:00:00_1_v.__2_8__350_B__,ENCOMIENDA-VELÁZQUEZ,350B VILLAREJO,0,,8__350_B___1_v._IT_2,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_09:45:00_2_v.__3_8__350_B__,RONDA SUR-HOSPITAL DEL SURESTE,350B MADRID (Conde de Casal),1,,8__350_B___2_v._IT_2,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_10:05:00_2_-__1_8__350_B__,MADRID-COL.NTRA.SRA.DE ALBUEL,350B VILLAREJO-VILLAMANRIQUE,0,,8__350_B___1_-_IT_1,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_11:25:00_2_-__1_8__350_B__,RONDA SUR-HOSPITAL DEL SURESTE,350B ARGANDA (Hospital),1,,8__350_B___2_-_IT_1,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_12:00:00_1_v.__4_8__350_B__,ENCOMIENDA-VELÁZQUEZ,350B VILLAREJO,0,,8__350_B___1_v._IT_2,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_12:40:00_2_v.__5_8__350_B__,RONDA SUR-HOSPITAL DEL SURESTE,350B MADRID (Conde de Casal),1,,8__350_B___2_v._IT_2,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_13:00:00_2_-__1_8__350_B__,MADRID-COL.NTRA.SRA.DE ALBUEL,350B VILLAREJO-VILLAMANRIQUE,0,,8__350_B___1_-_IT_1,0
8__350_B__,1_8__350_B__,1_8__350_B__-8__350_B___1_14:10:00_2_-__1_8__350_B__,RONDA SUR-HOSPITAL DEL SURESTE,350B ARGANDA (Hospital),1,,8__350_B___2_-_IT_1,0
