route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023128,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023219,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023133,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023224,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023138,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023229,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023143,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023234,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023148,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023239,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023153,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023244,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023158,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023249,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023163,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023254,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023168,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135872_9__2__005_,135872_9__2__005_-2023259,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135878_9__2__005_,135878_9__2__005_-2023173,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
9__2__005_,135878_9__2__005_,135878_9__2__005_-2023264,AV.REYES CATÓLICOS-PUERTA DE SANTA ANA,2 PUERTA DE SANTA ANA,1,,9__2__005__2_-_IT_1,0
9__2__005_,135878_9__2__005_,135878_9__2__005_-2023178,UNIV.ALCALÁ-POLITÉCNICO,2 UNIVERSIDAD/HOSPITAL,0,,9__2__005__1_-_IT_1,0
