shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
miraflores_001,40.31415493035639,-3.8395272194463907,1
miraflores_001,40.31415493035639,-3.8396063446207034,2
miraflores_001,40.314209545647934,-3.839759230359612,3
miraflores_001,40.31451224886038,-3.8402742145450484,4
miraflores_001,40.31493765055464,-3.8406765457074337,5
miraflores_001,40.31558395420579,-3.841009139660512,6
miraflores_001,40.31589892273054,-3.840923308962943,7
miraflores_001,40.31599300395294,-3.8405799861726657,8
miraflores_001,40.31598891346775,-3.840301036405541,9
miraflores_001,40.31581302236947,-3.840059637568621,10
miraflores_001,40.31559622573425,-3.8400167222198465,11
miraflores_001,40.31537942840294,-3.8401240105918126,12
miraflores_001,40.31525671262389,-3.8402152057079713,13
miraflores_001,40.31513808715882,-3.8405585284982684,14
miraflores_001,40.31487220173868,-3.8411486145440747,15
miraflores_001,40.314634949249125,-3.841631412217915,16
miraflores_001,40.31452450384033,-3.842269778031105,17
miraflores_001,40.31445496404584,-3.8426131008213815,18
miraflores_001,40.31418089474665,-3.842527270123813,19
miraflores_001,40.314119535795925,-3.8422966001240915,20
miraflores_001,40.31420134771781,-3.8421088454731454,21
miraflores_001,40.31435679009638,-3.8420337436127743,22
miraflores_001,40.31449177924008,-3.8417655226828678,23
miraflores_001,40.31452450384033,-3.8414812084971532,24
miraflores_001,40.31425861600419,-3.840934037800142,25
miraflores_001,40.31391500555749,-3.8402634854753552,26
miraflores_001,40.31359184651818,-3.8393193478020735,27
miraflores_001,40.31306006245426,-3.8383162015242087,28
miraflores_001,40.31263463218793,-3.837865590361965,29
miraflores_001,40.311857396895874,-3.837157487106993,30
miraflores_001,40.31130923610026,-3.8367068759447496,31
miraflores_001,40.310748798448145,-3.8362348071081085,32
miraflores_001,40.3098406341303,-3.835489152922951,33
miraflores_001,40.30874868140676,-3.834593294081961,34
miraflores_001,40.30749684709052,-3.833520410362335,35
miraflores_001,40.306228625268304,-3.8324153401310928,36
miraflores_001,40.3047803686464,-3.83116006617911,37
miraflores_001,40.3037657522904,-3.83003353827349,38
miraflores_001,40.30294750219301,-3.8294219945532864,39
miraflores_001,40.30154008884118,-3.82851004339158,40
miraflores_001,40.300893650789206,-3.828091618740933,41
miraflores_001,40.30045177818195,-3.828263280136071,42
miraflores_001,40.30029630379947,-3.82867097594954,43
miraflores_001,40.30037813246642,-3.8289928410654195,44
miraflores_001,40.300590886536675,-3.8301193689710593,45
miraflores_001,40.30071362896474,-3.830924031760779,46
miraflores_001,40.30091001638581,-3.8312888122254734,47
miraflores_001,40.30096729594277,-3.8314497447834137,48
miraflores_001,40.30354482574085,-3.8340675810593465,49
miraflores_001,40.303814846981055,-3.834646938267954,50
miraflores_001,40.3040112253869,-3.8349580745466554,51
miraflores_001,40.30391303625536,-3.8352370243137606,52
miraflores_001,40.303806664535095,-3.835355041522926,53
miraflores_001,40.30361028553456,-3.83756518198539,54
miraflores_001,40.303782117191254,-3.8378226740780974,55
miraflores_001,40.303634832940865,-3.8380801661708057,56
miraflores_001,40.30374120493168,-3.839871881982622,57
miraflores_001,40.30368392772665,-3.8404297815168325,58
miraflores_001,40.30324207336986,-3.840955494539467,59
miraflores_001,40.30301296256555,-3.8413524615157177,60
miraflores_001,40.30280839869079,-3.841137884771804,61
miraflores_001,40.30112276878113,-3.840944765702268,62
miraflores_001,40.30091001638581,-3.8411700712833805,63
miraflores_001,40.30072181178535,-3.8410198675626392,64
miraflores_001,40.29900339770754,-3.8411486136090027,65
miraflores_001,40.29883155389586,-3.8414061057017106,66
miraflores_001,40.29856969581853,-3.8411915289577774,67
miraflores_001,40.29683486042254,-3.8408911215162744,68
miraflores_001,40.29664664447002,-3.8410842405858103,69
miraflores_001,40.29647479466417,-3.8408052908187056,70
miraflores_001,40.295910142224834,-3.840161560586926,71
miraflores_001,40.296163827237855,-3.8380265219848324,72
miraflores_001,40.29595924262428,-3.8377261145433295,73
miraflores_001,40.29615564386523,-3.837447164776225,74
miraflores_001,40.29621292745295,-3.835580347104038,75
miraflores_001,40.29606562670064,-3.835355041522926,76
miraflores_001,40.296384777924786,-3.83500098989543,77
miraflores_001,40.29668756102602,-3.833209274083633,78
miraflores_001,40.2965238946533,-3.8329946973397004,79
miraflores_001,40.29487902559496,-3.8320505596664187,80
miraflores_001,40.29472353838874,-3.8314497447834137,81
miraflores_001,40.294592601516506,-3.8312780833882747,82
miraflores_001,40.29475627256716,-3.8308811164120042,83
miraflores_001,40.294969044340306,-3.829175231297777,84
miraflores_001,40.29451894941439,-3.826804158277353,85
miraflores_001,40.29424889101984,-3.826600310370619,86
miraflores_001,40.29432254341629,-3.826117512696779,87
miraflores_001,40.29266943697667,-3.8228666750262645,88
miraflores_001,40.29224387827888,-3.822748657817099,89
miraflores_001,40.29218659132647,-3.822255131306061,90
miraflores_001,40.28946131305708,-3.8195192778209828,91
miraflores_001,40.28910939223588,-3.819583650844154,92
miraflores_001,40.28903573415768,-3.8192295992166785,93
miraflores_001,40.28580288387279,-3.8172876796841213,94
miraflores_001,40.28559008324026,-3.817480798753657,95
miraflores_001,40.285352727898214,-3.817394968056087,96
miraflores_001,40.28526269634357,-3.815796371313807,97
miraflores_001,40.28539365129253,-3.815592523407073,98
miraflores_001,40.285319989164954,-3.8133823829446083,99
miraflores_001,40.28517266466901,-3.8131463485262977,100
miraflores_001,40.285287250415834,-3.812953229456762,101
miraflores_001,40.28527088103531,-3.8124597029457234,102
miraflores_001,40.28501715513049,-3.812309499224962,103
miraflores_001,40.28520540347365,-3.812052007132254,104
miraflores_001,40.285090817588085,-3.809412713181924,105
miraflores_001,40.286416728097734,-3.8094985438794935,106
miraflores_001,40.286948721916865,-3.8094770862051157,107
miraflores_001,40.287145149345484,-3.8096809341118303,108
miraflores_001,40.29021425377597,-3.8098204089953924,109
miraflores_001,40.290557984793594,-3.8100671722509016,110
miraflores_001,40.29292313415612,-3.8100027992277306,111
miraflores_001,40.29329140256056,-3.810389037366802,112
miraflores_001,40.29343870936043,-3.8102602913204375,113
miraflores_001,40.29370058732287,-3.81032466434363,114
miraflores_001,40.294134320465766,-3.81032466434363,115
miraflores_001,40.29562372251705,-3.809788222483797,116
miraflores_001,40.297612268584395,-3.8097023917862276,117
miraflores_001,40.29834875227636,-3.8096487476002543,118
miraflores_001,40.30000990268459,-3.8092303229495865,119
miraflores_001,40.30045177818195,-3.809187407600812,120
miraflores_001,40.300648166364184,-3.8093483401587522,121
miraflores_001,40.30065634919273,-3.809723849460625,122
miraflores_001,40.30051724097279,-3.8101959182972664,123
miraflores_001,40.300198109268266,-3.81032466434363,124
miraflores_001,40.29955984133684,-3.810131545274094,125
miraflores_001,40.2981769067996,-3.809863324344187,126
miraflores_001,40.296122910364694,-3.809863324344187,127
miraflores_001,40.29564827282531,-3.809938426204558,128
miraflores_001,40.29452713298527,-3.8103139355064313,129
miraflores_001,40.293831525923515,-3.810635800622331,130
miraflores_001,40.29372513832981,-3.8108503773662448,131
miraflores_001,40.29339779083712,-3.810828919691867,132
miraflores_001,40.293381423420854,-3.810582156436338,133
miraflores_001,40.29321774904023,-3.8099062396929626,134
miraflores_001,40.29241573884483,-3.807417149463393,135
miraflores_001,40.29215385590327,-3.807266945742632,136
miraflores_001,40.29218659132647,-3.8069021652779576,137
miraflores_001,40.29145822441172,-3.8054537722564374,138
miraflores_001,40.29017333330028,-3.8040697522581106,139
miraflores_001,40.28709740257488,-3.8005721546005526,140
miraflores_001,40.2870155578245,-3.8003897643682154,141
miraflores_001,40.28553415071225,-3.7982439969289232,142
miraflores_001,40.284290071039955,-3.7971496555349,143
miraflores_001,40.284118189811345,-3.7953364820487066,144
miraflores_001,40.28395449299684,-3.795186278327945,145
miraflores_001,40.284118189811345,-3.7948214978632704,146
