shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
9__1__013__1_-_IT_1,40.0345269585562,-3.61783386984079,1000001,0
9__1__013__1_-_IT_1,40.0345387269612,-3.6177601951994,1000002,0.006420176462
9__1__013__1_-_IT_1,40.0345337380432,-3.61772391145079,1000003,0.015985203044
9__1__013__1_-_IT_1,40.0345261086463,-3.61769687395839,1000004,0.028007578737
9__1__013__1_-_IT_1,40.0345171603552,-3.61767403824246,1000005,0.042216842367
9__1__013__1_-_IT_1,40.0345056129238,-3.61765286455214,1000006,0.058641127306
9__1__013__1_-_IT_1,40.0344920943406,-3.6176367306602,1000007,0.077101665964
9__1__013__1_-_IT_1,40.0344746712151,-3.61762393131335,1000008,0.097783108025
9__1__013__1_-_IT_1,40.0344520614841,-3.61761192909128,1000009,0.121174996381
9__1__013__1_-_IT_1,40.0344003769653,-3.6175853369849,1000010,0.150735952437
9__1__013__1_-_IT_1,40.0338654550965,-3.61730829856466,1000011,0.244202422527
9__1__013__1_-_IT_1,40.0333776603573,-3.61706202948629,1000012,0.395745740516
9__1__013__1_-_IT_1,40.0331146326495,-3.61694251671649,1000013,0.578213269788
9__1__013__1_-_IT_1,40.0330823458711,-3.61692284215256,1000014,0.764638136229
9__1__013__1_-_IT_1,40.0330669018406,-3.61690331935927,1000015,0.953453210805
9__1__013__1_-_IT_1,40.0330598975778,-3.61688050175056,1000016,1.144364605197
9__1__013__1_-_IT_1,40.0330600770268,-3.61684679355995,1000017,1.338152099589
9__1__013__1_-_IT_1,40.0330686684201,-3.61681484658103,1000018,1.534827348712
9__1__013__1_-_IT_1,40.03308116972,-3.61677872006239,1000019,1.734882885996
9__1__013__1_-_IT_1,40.0337096057296,-3.61518566243482,1000020,2.087713021594
9__1__013__1_-_IT_1,40.0337728291328,-3.61501900883692,1000021,2.456399515135
9__1__013__1_-_IT_1,40.0338663529017,-3.61481716574025,1000022,2.845194026903
9__1__013__1_-_IT_1,40.0339546810816,-3.61462641374793,1000023,3.252988380861
9__1__013__1_-_IT_1,40.0342932202035,-3.61374299109182,1000024,3.745003580399
9__1__013__1_-_IT_1,40.0344459635373,-3.61335012886163,1000025,4.2745813299
9__1__013__1_-_IT_1,40.0350088127186,-3.61181164309528,1000026,4.949530193519
9__1__013__1_-_IT_1,40.0350194369188,-3.61174491893903,1000027,5.63029274346
9__1__013__1_-_IT_1,40.0350180073587,-3.61169145018659,1000028,6.315619949411
9__1__013__1_-_IT_1,40.035006234904,-3.61165125332212,1000029,7.004617203357
9__1__013__1_-_IT_1,40.034978984305,-3.61162428248173,1000030,7.697414957303
