route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
8__191___,CRTM,191,MADRID (Plaza de Castilla)-BUITRAGO,,3,https://www.crtm.es/8__191___.aspx,8EBF42,FFFFFF
8__191_A__,CRTM,191A,BUITRAGO-BRAOJOS,,3,https://www.crtm.es/8__191_A__.aspx,8EBF42,FFFFFF
8__191_B__,CRTM,191B,BUITRAGO-SOMOSIERRA,,3,https://www.crtm.es/8__191_B__.aspx,8EBF42,FFFFFF
8__191_C__,CRTM,191C,BUITRAGO-MONTEJO DE LA SIERRA,,3,https://www.crtm.es/8__191_C__.aspx,8EBF42,FFFFFF
8__191_D__,CRTM,191D,BUITRAGO-ROBLEDILLO DE LA JARA,,3,https://www.crtm.es/8__191_D__.aspx,8EBF42,FFFFFF
8__191_E__,CRTM,191E,BUITRAGO-CERVERA DE BUITRAGO,,3,https://www.crtm.es/8__191_E__.aspx,8EBF42,FFFFFF
8__193___,CRTM,193,MADRID (Plaza de Castilla)-PEDREZUELA-EL VELLÓN,,3,https://www.crtm.es/8__193___.aspx,8EBF42,FFFFFF
8__193_A__,CRTM,193A,EL MOLAR-COTOS DE MONTERREY-VENTURADA,,3,https://www.crtm.es/8__193_A__.aspx,8EBF42,FFFFFF
8__194___,CRTM,194,MADRID (Plaza de Castilla)-RASCAFRÍA,,3,https://www.crtm.es/8__194___.aspx,8EBF42,FFFFFF
8__194_A__,CRTM,194A,BUITRAGO-LOZOYUELA-RASCAFRÍA,,3,https://www.crtm.es/8__194_A__.aspx,8EBF42,FFFFFF
8__195___,CRTM,195,MADRID (Plaza de Castilla)-BRAOJOS,,3,https://www.crtm.es/8__195___.aspx,8EBF42,FFFFFF
8__195_A__,CRTM,195A,CIRCULAR BUITRAGO-GARGANTILLA (Por Lozoyuela),,3,https://www.crtm.es/8__195_A__.aspx,8EBF42,FFFFFF
8__195_B__,CRTM,195B,CIRCULAR BUITRAGO-GARGANTILLA,,3,https://www.crtm.es/8__195_B__.aspx,8EBF42,FFFFFF
8__196___,CRTM,196,MADRID (Plaza de Castilla)-LA ACEBEDA,,3,https://www.crtm.es/8__196___.aspx,8EBF42,FFFFFF
8__197___,CRTM,197,MADRID (Plaza de Castilla)-TORRELAGUNA/UCEDA,,3,https://www.crtm.es/8__197___.aspx,8EBF42,FFFFFF
8__197_A__,CRTM,197A,TORRELAGUNA-PATONES-UCEDA,,3,https://www.crtm.es/8__197_A__.aspx,8EBF42,FFFFFF
