shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
fuenlabrada13_001,40.30011420933322,-3.810332715443397,1
fuenlabrada13_001,40.300020004807,-3.810252249201507,2
fuenlabrada13_001,40.29820597126378,-3.809831141466025,3
fuenlabrada13_001,40.296896658605526,-3.809847234721813,4
fuenlabrada13_001,40.29607423361857,-3.8098901500706077,5
fuenlabrada13_001,40.29476487965188,-3.8102656593724813,6
fuenlabrada13_001,40.29402426508047,-3.810496329372202,7
fuenlabrada13_001,40.29377875569637,-3.81067335518595,8
fuenlabrada13_001,40.29366827618251,-3.8108611098368765,9
fuenlabrada13_001,40.293484143258055,-3.810823558906691,10
fuenlabrada13_001,40.293385938826525,-3.810635804255745,11
fuenlabrada13_001,40.2933532039843,-3.8103407612328515,12
fuenlabrada13_001,40.29235887559576,-3.8074547040270117,13
fuenlabrada13_001,40.29217473910344,-3.807277678213264,14
fuenlabrada13_001,40.29220747451653,-3.8070416437949532,15
fuenlabrada13_001,40.29175736119675,-3.8060706840286644,16
fuenlabrada13_001,40.29150775160903,-3.8055771575176256,17
fuenlabrada13_001,40.29111492153823,-3.805024622402025,18
fuenlabrada13_001,40.290096007900075,-3.803946374263769,19
fuenlabrada13_001,40.28991186524218,-3.803908823333584,20
fuenlabrada13_001,40.28983820803854,-3.8038551791476114,21
fuenlabrada13_001,40.289780919046855,-3.8036727889152737,22
fuenlabrada13_001,40.28956403885281,-3.803377745892361,23
fuenlabrada13_001,40.28863103687369,-3.802219031475145,24
fuenlabrada13_001,40.28814407019902,-3.8018220644988747,25
fuenlabrada13_001,40.28772666739966,-3.8013982754296176,26
fuenlabrada13_001,40.287194679703504,-3.800706265430454,27
fuenlabrada13_001,40.28710465060222,-3.800674078918858,28
fuenlabrada13_001,40.28712101953863,-3.8005399684539047,29
fuenlabrada13_001,40.2861204569712,-3.799045978955472,30
fuenlabrada13_001,40.286046795635656,-3.7990084280252665,31
fuenlabrada13_001,40.28600587263679,-3.799032567908958,32
fuenlabrada13_001,40.285602779774024,-3.798504172677049,33
fuenlabrada13_001,40.28548410222948,-3.7984773505840423,34
fuenlabrada13_001,40.285344962774005,-3.7985497702351183,35
fuenlabrada13_001,40.28509123044909,-3.7986892440449,36
fuenlabrada13_001,40.284391433865416,-3.799123761951356,37
fuenlabrada13_001,40.28432186304891,-3.799220321486124,38
fuenlabrada13_001,40.284244107345735,-3.7992310503233226,39
fuenlabrada13_001,40.28367935271235,-3.79949390683464,40
fuenlabrada13_001,40.28345836048452,-3.7995529154392225,41
