stop_id,stop_name,stop_lat,stop_lon
STOP_1,STOP_1,40.590757111201945,-3.5881304704594212
STOP_2,STOP_2,40.5901378917912,-3.58821630115699
STOP_3,STOP_3,40.5895186666465,-3.5880017244130573
STOP_4,STOP_4,40.58865500094795,-3.587872978366713
STOP_5,STOP_5,40.58808464956023,-3.587615486273985
STOP_6,STOP_6,40.587481701375516,-3.587250705809311
STOP_7,STOP_7,40.58687874775473,-3.5872292481349133
STOP_8,STOP_8,40.5863409737229,-3.586950298367809
STOP_9,STOP_9,40.58581949174426,-3.5865211448799625
STOP_10,STOP_10,40.58503726115241,-3.5861134490664934
STOP_11,STOP_11,40.58533690446146,-3.585137126864309
STOP_12,STOP_12,40.5844487396985,-3.5849547366319716
STOP_13,STOP_13,40.583519820814615,-3.5850191096551436
STOP_14,STOP_14,40.582590889029845,-3.5842680910513978
STOP_15,STOP_15,40.581792323324,-3.5840749719818614
STOP_16,STOP_16,40.579551399258335,-3.5843861082605626
STOP_17,STOP_17,40.57858981609694,-3.586242197095551
STOP_18,STOP_18,40.57744078758378,-3.590362070578977
STOP_19,STOP_19,40.57328792384958,-3.597850790974915
STOP_20,STOP_20,40.56595277905366,-3.605790130500284
STOP_21,STOP_21,40.562464228108055,-3.609051697007997
STOP_22,STOP_22,40.55988845232018,-3.6112832951448586
STOP_23,STOP_23,40.55225835765945,-3.6185359890896533
STOP_24,STOP_24,40.54149648995062,-3.6270761434980074
STOP_25,STOP_25,40.53683247690877,-3.631839747213233
STOP_26,STOP_26,40.531515758348284,-3.643426891385387
STOP_27,STOP_27,40.520750557991185,-3.6518812150961915
STOP_28,STOP_28,40.50424055927061,-3.6579322792749767
STOP_29,STOP_29,40.48485406976039,-3.6725664132109097
STOP_30,STOP_30,40.47016790164255,-3.6881446761754004
STOP_31,STOP_31,40.46615194920649,-3.688831321755975
