shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
cementerio_001,40.27637058914263,-3.781147598722894,1
cementerio_001,40.27612501563223,-3.781560658954952,2
cementerio_001,40.27574028200613,-3.7827569243023538,3
cementerio_001,40.27607999372526,-3.7841355798821112,4
cementerio_001,40.27582214040778,-3.7847954033696793,5
cementerio_001,40.275646144721726,-3.784929513834632,6
cementerio_001,40.27572800323734,-3.7854605912758554,7
cementerio_001,40.27576893245797,-3.785782456391756,8
cementerio_001,40.2754046615233,-3.786211609879622,9
cementerio_001,40.27511406195477,-3.786726594065038,10
cementerio_001,40.27462699790538,-3.7879872324356305,11
cementerio_001,40.274410069090294,-3.789044022899469,12
cementerio_001,40.2743363949948,-3.790760636850914,13
cementerio_001,40.27437732505777,-3.794285059869945,14
cementerio_001,40.274393697076015,-3.797653914749624,15
cementerio_001,40.27424225575598,-3.798496128469529,16
cementerio_001,40.273358159118374,-3.8019508140467977,17
cementerio_001,40.27318215701933,-3.802347781023068,18
cementerio_001,40.272576378851284,-3.803560139626257,19
cementerio_001,40.27240037471757,-3.804284336137017,20
cementerio_001,40.2725722857371,-3.8048476000898366,21
cementerio_001,40.2732230877809,-3.8053035756706692,22
cementerio_001,40.273497323244506,-3.805662991716755,23
cementerio_001,40.27358737046765,-3.805984856832654,24
cementerio_001,40.27346867183021,-3.8061994335765874,25
cementerio_001,40.27325992544515,-3.8063174507857327,26
cementerio_001,40.27323946007861,-3.806601764971447,27
cementerio_001,40.27340727590149,-3.806848528226956,28
cementerio_001,40.273644673183554,-3.8068109772967706,29
cementerio_001,40.27374290629786,-3.806607129390037,30
cementerio_001,40.273767464554155,-3.8064622900878846,31
cementerio_001,40.27387388356166,-3.806156518227793,32
cementerio_001,40.274250441781945,-3.8057005426469397,33
cementerio_001,40.27440188308366,-3.8055878898563833,34
cementerio_001,40.27469248571278,-3.8058185598561054,35
cementerio_001,40.274880762805836,-3.8062208912509647,36
cementerio_001,40.274786624324825,-3.8064622900878846,37
cementerio_001,40.27446327810936,-3.8065105698552686,38
cementerio_001,40.27387797659708,-3.805866839623489,39
cementerio_001,40.27355462603674,-3.805346491019464,40
cementerio_001,40.273202622403204,-3.80393564892813,41
cementerio_001,40.27347276489012,-3.8022297638139033,42
cementerio_001,40.27362011488268,-3.8015753047449246,43
cementerio_001,40.274420202678364,-3.7982252244967145,44
cementerio_001,40.2748193845481,-3.7960821397331244,45
cementerio_001,40.274868500269854,-3.7948536878741472,46
cementerio_001,40.274737524932526,-3.7935554985733693,47
cementerio_001,40.27448375949453,-3.790857196018456,48
cementerio_001,40.27446329449835,-3.7896341085780687,49
cementerio_001,40.27473343194915,-3.788073062765994,50
