stop_id,stop_name,stop_lat,stop_lon
STOP_1,STOP_1,40.276374682026926,-3.7811207766299075
STOP_2,STOP_2,40.28340785440884,-3.7956957798381072
STOP_3,STOP_3,40.285915017757766,-3.792997355908124
STOP_4,STOP_4,40.28841946301484,-3.7918600991652855
STOP_5,STOP_5,40.2865861527126,-3.7874398182403572
STOP_6,STOP_6,40.2835578080416,-3.799563404272344
STOP_7,STOP_7,40.28157703354591,-3.785186762429119
STOP_8,STOP_8,40.27789362088794,-3.78733252986839
STOP_9,STOP_9,40.27959620101329,-3.7879977177745676
