shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
723_001,40.65264397758804,-3.7665939321601654,1
723_001,40.652595137324695,-3.767602442856619,2
723_001,40.65263990756748,-3.768181800065227,3
723_001,40.65302248841705,-3.770198821458176,4
723_001,40.6530957483295,-3.770729898899399,5
723_001,40.65331959756354,-3.7709981198293057,6
723_001,40.65325447786382,-3.771378993549768,7
723_001,40.653702174515885,-3.772639631920361,8
723_001,40.65393416159945,-3.773497938896074,9
723_001,40.6541661478764,-3.774511814011137,10
723_001,40.654361504115535,-3.7747800349410436,11
723_001,40.65452023063869,-3.774930238661805,12
723_001,40.65473186541549,-3.775042891452361,13
723_001,40.65564341148827,-3.7753593919626414,14
723_001,40.65605446380885,-3.775568604287965,15
723_001,40.656343419864804,-3.7757831810318985,16
723_001,40.65664051422306,-3.776003122194421,17
723_001,40.657906202760415,-3.776206970101155,18
723_001,40.659216633114596,-3.7764215468450884,19
723_001,40.6604985509439,-3.7765985726588363,20
723_001,40.66152406747024,-3.776174783589559,21
723_001,40.66171126322974,-3.775992393357222,22
723_001,40.66253329056347,-3.775246739172085,23
723_001,40.66403488859656,-3.77400755847589,24
723_001,40.664498790096665,-3.7736856933599894,25
723_001,40.66464935392505,-3.7732458110349447,26
723_001,40.66484061018997,-3.7733209128953153,27
723_001,40.66497489617587,-3.7736159559182085,28
723_001,40.66564632204984,-3.774093389173459,29
723_001,40.666321810350524,-3.7745869156844973,30
723_001,40.66654968437853,-3.774860501033013,31
723_001,40.6671559882683,-3.7756866214971305,32
723_001,40.667668697323286,-3.7761425970779836,33
723_001,40.66803434811604,-3.7760943167523857,34
723_001,40.66836394290559,-3.775509595125189,35
723_001,40.66955612524494,-3.773111700153325,36
723_001,40.669429986476686,-3.7729293099209875,37
723_001,40.66922653634771,-3.7728220215490214,38
723_001,40.66706585767877,-3.771507738992455,39
723_001,40.666707772342434,-3.771384357364701,40
723_001,40.66653282274796,-3.771298526796168,41
723_001,40.66646364676857,-3.7711161365638106,42
723_001,40.666333432965594,-3.770831822378116,43
723_001,40.66544634466747,-3.7700647105185623,44
723_001,40.6652143976161,-3.770005701913979,45
723_001,40.66509231989665,-3.7698823202862246,46
723_001,40.66477084749976,-3.7695014465657626,47
723_001,40.66414417533501,-3.7691742170312734,48
723_001,40.663318098485014,-3.7688255298223865,49
723_001,40.66239841468528,-3.76816034191621,50
723_001,40.66200367925355,-3.768031595869845,51
723_001,40.66186124836961,-3.7679457651722763,52
723_001,40.66186124836961,-3.76759707796339,53
723_001,40.662068790413485,-3.7670123563361733,54
723_001,40.66209727652596,-3.766690491220293,55
723_001,40.66195891529422,-3.76567125168662,56
723_001,40.661775789693266,-3.7653064712219457,57
723_001,40.66104735176982,-3.7646734698273647,58
723_001,40.659997410487556,-3.7638956291306114,59
723_001,40.659753235727834,-3.763702510061076,60
723_001,40.65890675630757,-3.760966656575997,61
723_001,40.658642229285945,-3.7600332477398934,62
723_001,40.65830851677774,-3.758032319602753,63
723_001,40.657978872295296,-3.7577104544868742,64
723_001,40.657987011684845,-3.757055995417896,65
723_001,40.65771434159433,-3.751627203796493,66
723_001,40.65758004099082,-3.7500876156587957,67
723_001,40.65708871368339,-3.7478828418636616,68
723_001,40.65591661558119,-3.745608328378006,69
723_001,40.65442704452992,-3.743162153497231,70
723_001,40.65267695954995,-3.738999364665011,71
723_001,40.65170014797286,-3.7372827507135846,72
723_001,40.650023254754444,-3.735834357692066,73
723_001,40.64906268528717,-3.7353730176926034,74
723_001,40.64661235648385,-3.7340319130430504,75
723_001,40.64500860420427,-3.7321221800220887,76
723_001,40.64408052690638,-3.731092211651237,77
723_001,40.64328269575602,-3.730770346535338,78
723_001,40.64160559102062,-3.73107075397684,79
723_001,40.63961092130512,-3.7315964669994544,80
723_001,40.6378930151267,-3.731199500023204,81
723_001,40.63633015922893,-3.7305450382541454,82
723_001,40.63416434390632,-3.729686731278433,83
723_001,40.629197359261816,-3.73035191918461,84
723_001,40.628008485188275,-3.7305235805797485,85
723_001,40.62628213721045,-3.730330461510212,86
723_001,40.62175433335478,-3.73035191918461,87
723_001,40.619881231221015,-3.7300944270919016,88
723_001,40.61647937440061,-3.7288713425550717,89
723_001,40.61449209874685,-3.7258028951168947,90
723_001,40.61089204724636,-3.7224554979115925,91
723_001,40.61085946670915,-3.7227344476786977,92
723_001,40.60846475373357,-3.722305294190851,93
723_001,40.60590704034322,-3.7219619714005545,94
723_001,40.60429416437898,-3.7215328179127076,95
723_001,40.60256720353313,-3.721146579773636,96
723_001,40.60219247972254,-3.7215328179127076,97
723_001,40.60198067837864,-3.7208676300065306,98
723_001,40.6022576492318,-3.720781799308962,99
723_001,40.60445708291022,-3.721446987215138,100
723_001,40.6055649183911,-3.7214040718663433,101
723_001,40.60661484567108,-3.7218654138530365,102
723_001,40.607323513781196,-3.7213289719932234,103
723_001,40.609034061017276,-3.7194621543210364,104
723_001,40.60944132771542,-3.7187969664148595,105
723_001,40.609286566662504,-3.7177884557183853,106
723_001,40.608805990582155,-3.7165439106036007,107
723_001,40.608056610815005,-3.715363738511988,108
723_001,40.60773893642105,-3.715052602233307,109
723_001,40.60787741006046,-3.7146127199082417,110
723_001,40.60826024745276,-3.7145268892106724,111
723_001,40.61189302079179,-3.711565730144462,112
723_001,40.61355458223435,-3.7099349468906055,113
723_001,40.613896663284656,-3.70949506456554,114
723_001,40.613864084212466,-3.708529469217861,115
723_001,40.613570871847884,-3.7073707548006456,116
723_001,40.61347313410708,-3.7061583961974573,117
723_001,40.61322064428158,-3.705149885500983,118
723_001,40.61287041487956,-3.704956766431447,119
723_001,40.612601632930634,-3.7046456301527457,120
723_001,40.6128297136031,-3.704216477971155,121
723_001,40.61317994321847,-3.7043452240175183,122
723_001,40.61458084332236,-3.703669307274143,123
723_001,40.614637856076655,-3.7032616114606736,124
723_001,40.61322066747322,-3.700332638906039,125
723_001,40.612886727851624,-3.700214621696894,126
723_001,40.612968176693705,-3.699624535651087,127
723_001,40.611673128343924,-3.6974358528630007,128
723_001,40.6107934585464,-3.6969423263519823,129
723_001,40.609229572535156,-3.6972212761190875,130
723_001,40.60685109240324,-3.697725531467305,131
723_001,40.6054581760379,-3.6979830235600324,132
723_001,40.60450511127173,-3.6976826161185294,133
723_001,40.60290034758334,-3.696545359375712,134
723_001,40.601939100121065,-3.696556088212911,135
723_001,40.601776175452365,-3.696781393794023,136
723_001,40.60146661748771,-3.6987769575125733,137
723_001,40.601670274204736,-3.6991095514656522,138
723_001,40.60147476376832,-3.6993670435583597,139
723_001,40.60132813056574,-3.7019419644855183,140
723_001,40.60127110645564,-3.7025105928569277,141
723_001,40.6009533998089,-3.702392575647762,142
723_001,40.600415738966745,-3.7019419644855183,143
723_001,40.59985363437158,-3.701813218439155,144
723_001,40.599438162719885,-3.7017488454159824,145
723_001,40.598819023702724,-3.701813218439155,146
723_001,40.59650534820452,-3.7011802170445733,147
723_001,40.596497201318336,-3.7013518784397115,148
723_001,40.59539736257067,-3.708304164943004,149
723_001,40.59542180362829,-3.708561657035712,150
723_001,40.59871311777021,-3.7111687644744467,151
723_001,40.59811026542024,-3.715084790051158,152
723_001,40.59911230079408,-3.7153208244694684,153
